72.847,114.53,121.16,95.999,98.011,54.865,85.492,47.093,98.865,77.493,61.805,21.316,43.963,32.897,56.513
82.71,105.02,106.43,72.833,95.83,79.31,87.552,83.906,76.752,89.923,65.186,28.987,73.988,22.452,73.624
