Interval=,0.1 s,,,,,,,
ExcelDateTime=,4.43E+04,47:56.7,,,,,,
TimeFormat=,StartOfBlock,,,,,,,
DateFormat=,,,,,,,,
ChannelTitle=,Finger Pressure,Systolic,Mean Arterial,Diastolic,Heart Rate,DCS 1cm,DCS 3cm,
Range=,400 mmHg,400 mmHg,400 mmHg,400 mmHg,400 beats/min,400 BFI,400 BFI,
41.4,89.7,145,100,85,76,3.00E-09,3.73E-09,
41.5,134.15,145,100,85,76,3.36E-09,1.16E-08,
41.6,112.3,145,100,85,76,5.02E-09,7.65E-09,
41.7,100.35,145,100,85,76,2.74E-09,4.24E-09,
41.8,104.95,145,100,85,76,1.58E-09,5.17E-09,
41.9,95.25,145,100,85,76,2.82E-09,4.56E-09,
42,89.75,145,100,85,76,2.37E-09,4.24E-09,
42.1,87.65,145,100,85,76,2.33E-09,4.19E-09,
42.2,90.95,146.9,100,85,76,2.96E-09,4.18E-09,
42.3,136.75,147,100,85,76,5.43E-09,7.97E-09,
42.4,113.6,147,100,85,76,5.36E-09,1.02E-08,
42.5,101.8,147,100,85,76,3.03E-09,5.25E-09,
42.6,105.25,147,100,85,76,2.49E-09,7.12E-09,
42.7,93.7,147,99.5,85.25,77,2.46E-09,3.58E-09,
42.8,88.8,147,99.5,86,80.5,1.98E-09,4.24E-09,
42.9,87.6,147,101,86,81,2.11E-09,2.97E-09,
43,88.15,147,101,86,81,2.20E-09,3.20E-09,
43.1,134.6,147,101,86,81,5.07E-09,7.29E-09,
43.2,114.75,147,101,86,81,5.80E-09,6.82E-09,
43.3,102.4,147,101,86,81,4.29E-09,8.48E-09,
43.4,105.05,147,101,86,81,1.62E-09,5.66E-09,
43.5,94.95,145.65,101.45,86.45,79.2,2.99E-09,5.21E-09,
43.6,88.25,144,102,87,77,2.41E-09,3.06E-09,
43.7,87.75,144,102,87,77,2.15E-09,3.70E-09,
43.8,85.5,144,102,87,77,2.43E-09,2.77E-09,
43.9,113.15,144,102,87,77,2.52E-09,4.61E-09,
44,121.1,144,102,87,77,5.30E-09,9.81E-09,
44.1,98.85,144,102,87,77,3.90E-09,9.44E-09,
44.2,101.35,144,102,87,77,2.60E-09,4.28E-09,
44.3,96.65,144.25,102,86,76,2.65E-09,5.26E-09,
44.4,88.55,145,102,83,73,2.37E-09,4.90E-09,
44.5,86.35,145,102,83,73,2.37E-09,2.74E-09,
44.6,84.25,145,102,83,73,2.63E-09,3.63E-09,
44.7,118.95,145,102,83,73,3.10E-09,5.23E-09,
44.8,119,145,102,83,73,5.81E-09,1.02E-08,
44.9,99.45,145,102,83,73,3.93E-09,6.13E-09,
45,101,145,102,83,73,2.42E-09,4.65E-09,
45.1,95.15,145,102,83,73,2.57E-09,6.88E-09,
45.2,87.75,145,102,83,73,2.78E-09,4.63E-09,
45.3,87,145,101.6,84.2,72.2,2.71E-09,3.19E-09,
45.4,87.65,145,101,86,71,2.47E-09,3.73E-09,
45.5,131.55,145,101,86,71,4.77E-09,6.31E-09,
45.6,113.55,145,101,86,71,5.56E-09,9.53E-09,
45.7,100.7,145,101,86,71,3.38E-09,5.44E-09,
45.8,104.6,145,101,86,71,2.35E-09,5.41E-09,
45.9,94.65,145,101,86,71,2.99E-09,4.30E-09,
46,88.95,149.75,99.1,85.05,75.75,2.38E-09,3.25E-09,
46.1,87.9,150,99,85,76,2.45E-09,4.44E-09,
46.2,86.35,150,99,85,76,1.98E-09,3.38E-09,
46.3,129.4,150,99,85,76,4.62E-09,8.55E-09,
46.4,118.95,150,99,85,76,6.27E-09,7.64E-09,
46.5,105.1,150,99,85,76,3.88E-09,7.67E-09,
46.6,104.25,150,99,85,76,2.71E-09,5.12E-09,
46.7,98.3,149.8,99.2,85,76.2,2.36E-09,5.98E-09,
46.8,90.3,149,100,85,77,2.45E-09,4.25E-09,
46.9,88.25,149,100,85,77,2.97E-09,5.12E-09,
47,85.7,149,100,85,77,2.37E-09,4.15E-09,
47.1,110.3,149,100,85,77,2.12E-09,4.59E-09,
47.2,130,149,100,85,77,6.41E-09,1.06E-08,
47.3,109.5,149,100,85,77,3.37E-09,7.33E-09,
47.4,102.2,149,100,85,77,2.62E-09,3.79E-09,
47.5,100.3,148.85,100.05,85.05,76.8,2.75E-09,3.94E-09,
47.6,89.75,146,101,86,73,2.49E-09,5.16E-09,
47.7,88.2,146,101,86,73,2.92E-09,4.82E-09,
47.8,87.1,146,101,86,73,2.14E-09,2.82E-09,
47.9,95.35,146,101,86,73,1.81E-09,3.24E-09,
48,135.35,146,101,86,73,5.32E-09,8.50E-09,
48.1,108.15,146,101,86,73,3.93E-09,8.36E-09,
48.2,99.6,146,101,86,73,2.71E-09,5.97E-09,
48.3,103.55,146,101,86,73,2.13E-09,3.95E-09,
48.4,92.1,146,101,86,73,2.45E-09,5.00E-09,
48.5,88.75,144.3,101.85,85.15,72.15,2.19E-09,3.91E-09,
48.6,87.35,144,102,85,72,3.13E-09,3.86E-09,
48.7,87,144,102,85,72,2.30E-09,3.17E-09,
48.8,131.6,144,102,85,72,4.15E-09,7.95E-09,
48.9,107.55,144,102,85,72,4.23E-09,8.14E-09,
49,97.6,144,102,85,72,2.94E-09,5.01E-09,
49.1,102.8,144,102,85,72,2.01E-09,4.24E-09,
49.2,92,145,101.5,84.5,72,1.73E-09,4.41E-09,
49.3,87.95,146,101,84,72,2.33E-09,3.60E-09,
49.4,87.05,146,101,84,72,1.75E-09,3.28E-09,
49.5,90.5,146,101,84,72,1.86E-09,3.62E-09,
49.6,134.65,146,101,84,72,3.94E-09,1.15E-08,
49.7,106.6,146,101,84,72,3.92E-09,4.94E-09,
49.8,97.7,146,101,84,72,2.38E-09,3.99E-09,
49.9,103.3,146,101,84,72,1.88E-09,6.98E-09,
50,91.3,146.25,101,84.25,72,2.35E-09,3.83E-09,
50.1,88.7,147,101,85,72,2.80E-09,4.11E-09,
50.2,87.75,147,101,85,72,2.04E-09,4.08E-09,
50.3,119.9,147,101,85,72,3.02E-09,4.81E-09,
50.4,121.95,147,101,85,72,6.31E-09,9.70E-09,
50.5,103.55,147,101,85,72,4.33E-09,6.23E-09,
50.6,103.9,147,101,85,72,2.23E-09,6.09E-09,
50.7,99.35,147,101,85,72,2.23E-09,4.15E-09,
50.8,90.65,147.6,100.4,84.7,72.9,2.80E-09,3.88E-09,
50.9,89.8,149,99,84,75,2.37E-09,5.33E-09,
51,99.3,149,99,84,75,2.91E-09,3.14E-09,
51.1,138.1,149,99,84,75,6.10E-09,8.51E-09,
51.2,112.25,149,99,84,75,4.97E-09,1.02E-08,
51.3,103.05,149,99,84,75,3.13E-09,5.64E-09,
51.4,107.15,149,99,84,75,2.55E-09,7.29E-09,
51.5,94.6,149,99,84,75,2.39E-09,4.56E-09,
51.6,91.9,150.35,99.9,85.35,77.7,3.28E-09,4.67E-09,
51.7,90.2,152,101,87,81,2.62E-09,5.95E-09,
51.8,97.75,152,101,87,81,2.36E-09,2.76E-09,#* co2 33 
51.9,140.15,152,101,87,81,6.80E-09,1.52E-08,
52,115.85,150.95,101,87,81,5.52E-09,7.59E-09,
52.1,105.2,149,101,87,81,3.00E-09,6.21E-09,
52.2,107.9,149,101,87,81,3.37E-09,8.66E-09,
52.3,96.4,149,103,88,81,2.17E-09,5.10E-09,
52.4,92.05,149,103,88,81,2.11E-09,3.49E-09,
52.5,90,149,103,88,81,3.00E-09,3.62E-09,
52.6,89.65,149,103,88,81,2.85E-09,3.40E-09,
52.7,136.3,149,103,88,81,3.88E-09,7.87E-09,
52.8,116.8,149,103,88,81,5.25E-09,1.20E-08,
52.9,103.85,149,103,88,81,3.50E-09,5.42E-09,
53,107.7,149,103,88,81,2.61E-09,7.99E-09,
53.1,97.45,148.55,103.45,88,77.85,2.72E-09,5.15E-09,
53.2,91.7,148,104,88,74,2.78E-09,3.24E-09,
53.3,90.65,148,104,88,74,2.31E-09,4.85E-09,
53.4,88.2,148,104,88,74,2.83E-09,4.04E-09,
53.5,116.7,148,104,88,74,3.00E-09,4.23E-09,
53.6,124.75,148,104,88,74,5.70E-09,1.04E-08,
53.7,102.8,148,104,88,74,4.12E-09,5.08E-09,
53.8,104.6,148,104,88,74,2.87E-09,4.22E-09,
53.9,99.3,148,104.25,88,73.75,1.64E-09,1.11E-08,
54,90.7,148,105,88,73,2.79E-09,3.91E-09,
54.1,89.8,148,105,88,73,1.77E-09,4.49E-09,
54.2,88.4,148,105,88,73,2.12E-09,3.32E-09,
54.3,104.7,148,105,88,73,2.35E-09,3.21E-09,
54.4,133.2,148,105,88,73,6.07E-09,1.18E-08,
54.5,107.7,148,105,88,73,3.95E-09,6.68E-09,
54.6,103.05,148,105,88,73,2.66E-09,4.83E-09,
54.7,103.75,148,105,88,73,2.55E-09,7.08E-09,
54.8,92.3,148.8,103.4,87.2,71.4,2.44E-09,5.20E-09,
54.9,90.35,149,103,87,71,2.75E-09,5.44E-09,
55,88.55,149,103,87,71,2.53E-09,3.13E-09,
55.1,105.75,149,103,87,71,2.55E-09,4.16E-09,
55.2,134.5,149,103,87,71,6.21E-09,8.29E-09,
55.3,109.2,149,103,87,71,4.80E-09,9.77E-09,
55.4,100.3,149,103,87,71,2.55E-09,4.47E-09,
55.5,100.85,149,103,87,71,1.71E-09,9.18E-09,
55.6,90.65,149,103,87,71,2.64E-09,5.45E-09,
55.7,88.2,149,103,87,71,2.30E-09,2.88E-09,
55.8,87.75,149.55,103,87,71,2.06E-09,3.18E-09,
55.9,88.75,150,103,87,71,1.42E-09,3.27E-09,
56,137.5,150,103,87,71,3.35E-09,8.75E-09,
56.1,114.25,150,103,87,71,4.06E-09,1.21E-08,
56.2,103.6,150,103,87,71,2.33E-09,6.46E-09,
56.3,105.8,150,103,87,71,2.35E-09,5.60E-09,
56.4,95.85,148.7,102.45,87.55,72.5,2.11E-09,4.91E-09,
56.5,89.9,148,103,87,75,2.50E-09,4.07E-09,
56.6,87.6,148,103,87,75,2.63E-09,3.56E-09,
56.7,86.35,148,103,87,75,2.56E-09,3.49E-09,
56.8,123.7,148,103,87,75,3.10E-09,5.03E-09,
56.9,119.9,148,103,87,75,5.74E-09,1.20E-08,
57,104.35,148,103,87,75,3.54E-09,3.84E-09,
57.1,103.9,148,103,87,75,2.01E-09,5.76E-09,
57.2,98.4,147.75,102.5,87.25,74,2.05E-09,5.68E-09,
57.3,90.1,147,101,88,71,2.33E-09,4.07E-09,
57.4,88.2,147,101,88,71,2.09E-09,3.44E-09,
57.5,87.15,147,101,88,71,2.37E-09,3.42E-09,
57.6,105.15,147,101,88,71,2.26E-09,3.75E-09,
57.7,129.55,147,101,88,71,4.71E-09,1.45E-08,
57.8,102.4,147,101,88,71,2.98E-09,5.39E-09,
57.9,101.1,147,101,88,71,2.31E-09,4.19E-09,
58,100.8,147,101,88,71,1.77E-09,5.69E-09,
58.1,90.2,146,102,85,72,1.83E-09,5.73E-09,
58.2,88.75,146,102,85,72,1.62E-09,3.34E-09,
58.3,87.35,146,102,85,72,1.71E-09,3.79E-09,
58.4,94.35,146,102,85,72,2.02E-09,3.30E-09,
58.5,135.45,146,102,85,72,4.54E-09,1.06E-08,
58.6,106.35,146,102,85,72,4.06E-09,6.70E-09,
58.7,100.45,146,102,85,72,2.06E-09,8.28E-09,
58.8,103.35,146,102,85,72,2.27E-09,7.14E-09,
58.9,91.85,146,102,85,72,2.16E-09,5.71E-09,
59,87.85,144.2,101.1,85.9,72,2.23E-09,3.67E-09,
59.1,86.2,144,101,86,72,2.51E-09,2.59E-09,
59.2,83.9,144,101,86,72,2.68E-09,2.99E-09,
59.3,112.45,144,101,86,72,3.16E-09,5.43E-09,
59.4,121.55,144,101,86,72,5.98E-09,7.51E-09,
59.5,100.15,144,101,86,72,3.96E-09,4.94E-09,
59.6,100.45,144,101,86,72,2.58E-09,5.16E-09,
59.7,97.1,144.45,100.55,86,72.45,3.24E-09,4.83E-09,
59.8,88.3,145,100,86,73,2.38E-09,3.44E-09,
59.9,87.55,145,100,86,73,2.38E-09,4.26E-09,
60,85.8,145,100,86,73,1.79E-09,5.15E-09,
60.1,118.45,145,100,86,73,2.38E-09,5.08E-09,
60.2,122.9,145,100,86,73,6.31E-09,9.13E-09,
60.3,101.1,145,100,86,73,4.39E-09,6.57E-09,
60.4,106.45,145,100,86,73,4.14E-09,6.22E-09,
60.5,98.7,145,100,86,73,3.93E-09,5.69E-09,
60.6,93,143.3,99.15,86,70.45,3.27E-09,5.40E-09,
60.7,90.45,143,99,86,70,2.86E-09,4.08E-09,
60.8,113.15,143,99,86,70,2.90E-09,5.21E-09,
60.9,126.95,143,99,86,70,7.63E-09,1.22E-08,
61,99.15,143,99,86,70,5.63E-09,5.56E-09,
61.1,112.55,143,99,86,70,5.08E-09,5.73E-09,
61.2,100,143,99,86,70,3.85E-09,5.54E-09,
61.3,95,143,99,86,70,3.16E-09,4.99E-09,
61.4,93.05,144.8,99,83.3,74.5,2.84E-09,4.82E-09,
61.5,119.95,145,99,83,75,3.93E-09,4.86E-09,
61.6,118.95,145,99,83,75,5.70E-09,6.59E-09,#* apnea start 
61.7,96.1,145,99,83,75,3.34E-09,4.18E-09,
61.8,106.9,145,99,83,75,2.81E-09,5.63E-09,
61.9,95,145,99,83,75,2.23E-09,4.54E-09,
62,90.4,145,99,83,75,3.25E-09,3.30E-09,
62.1,89.25,144,101.5,84.5,79.5,2.46E-09,4.73E-09,
62.2,88.4,143,104,86,84,2.45E-09,3.90E-09,
62.3,130.3,143,104,86,84,5.04E-09,7.92E-09,
62.4,101.75,143,104,86,84,4.60E-09,6.40E-09,
62.5,94.6,143,104,86,84,3.26E-09,3.94E-09,
62.6,102.85,143,104,86,84,2.36E-09,6.39E-09,
62.7,90.1,143,104,86,84,2.45E-09,5.25E-09,
62.8,87.6,143,105.7,89.4,85.7,3.08E-09,3.26E-09,
62.9,86.7,143,106,90,86,2.47E-09,2.99E-09,
63,85.25,143,106,90,86,2.45E-09,3.54E-09,
63.1,87.05,143,106,90,86,1.75E-09,2.02E-09,
63.2,130.5,143,106,90,86,4.34E-09,8.99E-09,
63.3,94.4,143,106,90,86,3.13E-09,5.65E-09,
63.4,94.65,143,106,90,86,2.62E-09,4.36E-09,
63.5,99.75,141.4,105,90.4,84.4,1.56E-09,5.51E-09,
63.6,87.3,135,101,92,78,2.37E-09,2.81E-09,
63.7,85.45,135,101,92,78,1.89E-09,2.67E-09,
63.8,84.15,135,101,92,78,2.22E-09,2.89E-09,
63.9,82.75,135,101,92,78,1.92E-09,3.16E-09,
64,80.3,135,101,92,78,2.02E-09,2.63E-09,
64.1,116.9,135,101,92,78,3.75E-09,5.06E-09,
64.2,99.15,135,101,92,78,3.29E-09,5.73E-09,
64.3,86,135,101,92,78,2.35E-09,2.82E-09,
64.4,98.35,135,99.25,89.9,74.5,1.76E-09,4.16E-09,
64.5,86.2,135,96,86,68,1.85E-09,2.83E-09,
64.6,82.9,135,96,86,68,1.88E-09,3.79E-09,
64.7,82.05,135,96,86,68,1.94E-09,3.46E-09,
64.8,80.75,135,96,86,68,1.27E-09,2.70E-09,
64.9,78.75,135,96,86,68,1.65E-09,2.85E-09,
65,98.45,135,96,86,68,2.36E-09,4.40E-09,
65.1,106.7,135,96,86,68,4.06E-09,8.09E-09,
65.2,80.6,135,96,86,68,2.44E-09,3.16E-09,
65.3,94.1,134.65,95.85,85.8,67.8,1.38E-09,4.78E-09,
65.4,86.8,126.6,93,82,64,1.10E-09,3.95E-09,
65.5,81.05,121,93,82,64,1.73E-09,4.36E-09,
65.6,80.8,121,93,82,64,1.87E-09,2.75E-09,
65.7,80.2,121,93,82,64,1.84E-09,3.79E-09,
65.8,78.2,121,93,82,64,1.73E-09,3.68E-09,
65.9,94.85,121,93,82,64,1.30E-09,4.48E-09,
66,102.95,121,91.2,80.2,64,3.96E-09,7.24E-09,
66.1,78.2,121,90,79,64,1.31E-09,3.70E-09,
66.2,92.05,117.4,90,79,64,1.13E-09,4.48E-09,
66.3,85.3,117,90,79,64,7.23E-10,3.77E-09,
66.4,79.75,117,90,79,64,1.62E-09,3.96E-09,
66.5,79.55,117,90,79,64,1.96E-09,2.91E-09,
66.6,78.75,117,90,79,64,1.65E-09,2.88E-09,
66.7,76.55,117,90,79,64,1.73E-09,4.66E-09,
66.8,95.2,117,90,79,64,2.33E-09,4.36E-09,
66.9,97.95,117,90,79,64,2.88E-09,1.15E-08,
67,76.75,117,90,79,64,1.80E-09,3.58E-09,
67.1,90.6,117,90,79,64,1.63E-09,6.21E-09,
67.2,82.2,117,90,79,64,1.13E-09,4.09E-09,
67.3,78.05,116.4,89.7,78.9,64.2,1.71E-09,4.67E-09,
67.4,77.95,111,87,78,66,8.82E-10,3.12E-09,
67.5,77.45,111,87,78,66,1.72E-09,2.87E-09,
67.6,75.3,111,87,78,66,1.65E-09,2.34E-09,
67.7,95.1,111,87,78,66,1.83E-09,4.86E-09,
67.8,91.35,111,87,78,66,4.05E-09,6.31E-09,
67.9,75.55,111,87,78,66,2.20E-09,3.42E-09,
68,90.6,111,87,78,66,1.10E-09,7.44E-09,
68.1,81.1,110.2,85.4,77.2,66.8,1.43E-09,3.52E-09,
68.2,77.5,110,85,77,67,1.14E-09,3.47E-09,
68.3,78.05,110,85,77,67,1.47E-09,3.51E-09,
68.4,77.6,110,85,77,67,1.12E-09,3.26E-09,
68.5,76.75,110,85,77,67,1.32E-09,2.58E-09,
68.6,103.5,110,85,77,67,2.41E-09,8.51E-09,
68.7,80.4,110,85,77,67,2.10E-09,6.57E-09,
68.8,81.45,110,85,77,67,1.44E-09,3.35E-09,
68.9,88.1,110,85,77,67,1.07E-09,6.10E-09,
69,78.2,110,83.2,75.2,67,8.71E-10,4.47E-09,
69.1,77.9,110,83,75,67,1.08E-09,3.25E-09,
69.2,78,110,83,75,67,1.11E-09,1.95E-09,
69.3,76.4,110,83,75,67,8.05E-10,4.15E-09,
69.4,89.4,110,83,75,67,1.36E-09,3.92E-09,
69.5,96.5,110,83,75,67,3.13E-09,8.40E-09,
69.6,76,110,83,75,67,1.18E-09,3.52E-09,
69.7,88.95,110,83,75,67,1.35E-09,3.98E-09,
69.8,82.35,109.75,83,75,67.5,1.39E-09,3.80E-09,
69.9,77.95,109,83,75,69,1.48E-09,3.07E-09,
70,78.15,109,83,75,69,1.45E-09,3.35E-09,
70.1,77.35,109,83,75,69,1.19E-09,3.11E-09,
70.2,81.7,109,83,75,69,1.14E-09,3.49E-09,
70.3,102.1,109,83,75,69,4.10E-09,5.35E-09,
70.4,79.4,109,83,75,69,2.45E-09,3.84E-09,
70.5,90.95,109,83,75,69,1.35E-09,4.52E-09,
70.6,91.3,109,83,75,69,1.42E-09,3.76E-09,
70.7,91.45,109,83,75,69.75,9.02E-10,2.28E-09,
70.8,91.35,109,83,75,70,1.42E-09,3.11E-09,
70.9,91.5,109,83,75,70,2.08E-09,2.68E-09,
71,91.4,109,83,75,70,9.28E-10,2.43E-09,
71.1,91.25,109,83,75,70,4.44E-09,7.04E-09,
71.2,96.9,109,83,75,70,1.98E-09,4.80E-09,
71.3,98.85,109,83,75,70,1.34E-09,3.63E-09,
71.4,98.8,109,83,75,70,1.47E-09,4.09E-09,
71.5,98.95,109,83,75,70.5,1.15E-09,4.03E-09,
71.6,98.9,109,83,75,72,1.40E-09,4.01E-09,
71.7,98.8,109,83,75,72,1.07E-09,3.32E-09,
71.8,98.95,109,83,75,72,1.73E-09,3.76E-09,
71.9,99.15,109,83,75,72,3.21E-09,5.63E-09,
72,91.25,109,83,75,72,2.09E-09,5.62E-09,
72.1,86.95,109,83,75,72,1.77E-09,4.48E-09,
72.2,86.85,109,83,75,72,2.26E-09,4.31E-09,
72.3,86.95,109,83,75,74.6,1.69E-09,3.06E-09,
72.4,87.05,109,83,75,76,1.17E-09,2.91E-09,
72.5,87,109,83,75,76,1.80E-09,3.23E-09,
72.6,87.25,109,83,75,76,1.49E-09,3.27E-09,
72.7,87,109,83,75,76,4.55E-09,9.24E-09,
72.8,83.75,109,83,75,76,2.30E-09,5.39E-09,
72.9,89,109,83,75,76,1.66E-09,3.92E-09,
73,98.15,109,83,75,76,2.39E-09,5.64E-09,
73.1,88.6,118.5,83,75,74.5,1.75E-09,3.96E-09,
73.2,86.9,128,83,75,73,1.75E-09,3.91E-09,
73.3,86.65,128,83,75,73,1.36E-09,3.51E-09,
73.4,91.15,128,83,75,73,1.26E-09,3.67E-09,
73.5,118.6,128,83,75,73,4.18E-09,9.87E-09,
73.6,89.3,128,83,75,73,2.80E-09,3.04E-09,
73.7,100.15,128,83,75,73,2.23E-09,6.40E-09,
73.8,96.6,128,83,75,73,2.44E-09,4.16E-09,
73.9,89.2,130.25,83,75,76,1.88E-09,5.51E-09,
74,89,131,83,75,77,1.07E-09,4.35E-09,
74.1,88.2,131,83,75,77,1.65E-09,3.43E-09,
74.2,91.3,131,83,75,77,9.41E-10,3.95E-09,
74.3,121.9,131,83,75,77,4.47E-09,1.08E-08,
74.4,92.55,131,83,75,77,2.99E-09,5.51E-09,
74.5,101.5,131,83,75,77,2.94E-09,4.75E-09,
74.6,99.3,131,83,75,77,2.52E-09,7.52E-09,
74.7,90.85,133.5,83,75,74.5,2.01E-09,4.42E-09,
74.8,90.8,136,83,75,72,1.83E-09,5.05E-09,
74.9,89.05,136,83,75,72,1.46E-09,3.57E-09,
75,86.75,136,83,75,72,1.49E-09,3.60E-09,
75.1,117.4,136,83,75,72,3.43E-09,9.01E-09,
75.2,107.1,136,83,75,72,3.59E-09,1.03E-08,
75.3,97.3,136,83,75,72,3.07E-09,4.52E-09,
75.4,106.5,136,83,75,72,2.85E-09,5.45E-09,
75.5,94.65,136,83,75,72,2.51E-09,3.96E-09,
75.6,92.3,136,83,75,72,2.47E-09,5.54E-09,
75.7,91.95,137.65,89.6,79.95,73.1,1.82E-09,3.42E-09,
75.8,89.75,139,95,84,74,1.68E-09,4.92E-09,
75.9,95.45,139,95,84,74,1.65E-09,3.96E-09,
76,127.4,139,95,84,74,4.43E-09,6.81E-09,
76.1,97.25,139,95,84,74,3.22E-09,4.62E-09,
76.2,105.95,139,95,84,74,2.50E-09,5.26E-09,
76.3,102.15,139,95,84,74,2.41E-09,7.19E-09,
76.4,94,142,97,85,71,2.18E-09,4.54E-09,
76.5,93.55,142,97,85,71,2.22E-09,4.35E-09,
76.6,92.1,142,97,85,71,1.82E-09,4.00E-09,
76.7,89.05,142,97,85,71,1.87E-09,4.35E-09,
76.8,116.45,142,97,85,71,2.93E-09,7.06E-09,
76.9,115.7,142,97,85,71,4.58E-09,8.95E-09,
77,100.95,142,97,85,71,3.00E-09,8.62E-09,
77.1,110.3,142,97,85,71,3.81E-09,7.56E-09,
77.2,98.85,143.35,97.9,85.9,70.55,3.17E-09,5.54E-09,
77.3,95.6,145,99,87,70,2.47E-09,4.05E-09,
77.4,95.3,145,99,87,70,2.09E-09,4.46E-09,
77.5,92.9,145,99,87,70,2.32E-09,4.73E-09,
77.6,90.15,145,99,87,70,1.58E-09,4.02E-09,
77.7,131.4,145,99,87,70,4.92E-09,7.67E-09,
77.8,107.95,145,99,87,70,3.94E-09,8.99E-09,
77.9,106.6,145,100,87,70,3.59E-09,6.79E-09,
78,110.4,145,100,87,70,3.04E-09,5.69E-09,
78.1,98.45,145,100,87,70,1.50E-09,5.44E-09,
78.2,97.05,145,100,87,70,2.05E-09,6.32E-09,
78.3,95.7,145,100,87,70,1.19E-09,5.08E-09,
78.4,92.9,145,100,87,70,1.69E-09,5.52E-09,
78.5,92.55,145,100,87,70,1.19E-09,3.83E-09,
78.6,135.9,145,100,87,70,5.47E-09,7.22E-09,
78.7,105.95,145,100,87,70,4.35E-09,6.70E-09,
78.8,107.95,145,100,87,70,2.89E-09,5.83E-09,
78.9,109.65,145.6,100.4,87,69.8,3.36E-09,7.47E-09,
79,98,148,102,87,69,2.66E-09,4.37E-09,
79.1,96.95,148,102,87,69,2.35E-09,5.35E-09,
79.2,94.9,148,102,87,69,2.50E-09,4.24E-09,
79.3,92.1,148,102,87,69,1.71E-09,4.22E-09,
79.4,90.2,148,102,87,69,1.46E-09,4.34E-09,
79.5,133.5,148,102,87,69,5.02E-09,1.01E-08,
79.6,107.6,148,102,87,69,4.79E-09,6.41E-09,
79.7,106.35,148,102,87,69,3.03E-09,5.67E-09,
79.8,110.7,148,102,87,69,2.98E-09,6.66E-09,
79.9,97.65,148,102.75,87.75,67.5,2.21E-09,5.00E-09,
80,96.4,148,103,88,67,2.19E-09,4.87E-09,
80.1,94.8,148,103,88,67,1.73E-09,5.79E-09,
80.2,91.8,148,103,88,67,2.14E-09,4.92E-09,
80.3,89.35,148,103,88,67,2.43E-09,3.36E-09,
80.4,116.85,148,103,88,67,2.65E-09,6.88E-09,
80.5,119.95,148,103,88,67,4.87E-09,1.20E-08,
80.6,102.95,148,103,88,67,3.06E-09,5.30E-09,
80.7,111.55,148,103,88,67,3.02E-09,5.77E-09,
80.8,100,148,103,88,67,3.07E-09,5.69E-09,
80.9,95.95,147.6,103,88.2,66.8,2.61E-09,4.80E-09,
81,94.9,146,103,89,66,2.08E-09,4.63E-09,
81.1,92.05,146,103,89,66,2.08E-09,4.22E-09,
81.2,89.8,146,103,89,66,2.03E-09,4.54E-09,
81.3,93.45,146,103,89,66,2.21E-09,3.67E-09,
81.4,134.4,146,103,89,66,5.78E-09,1.32E-08,
81.5,100.9,146,103,89,66,4.43E-09,6.84E-09,
81.6,106.9,146,103,89,66,2.79E-09,5.31E-09,
81.7,105.75,145.15,103,89,64.3,3.75E-09,6.64E-09,
81.8,95,145,103,89,64,2.35E-09,3.56E-09,
81.9,94.75,145,103,89,64,2.09E-09,3.60E-09,
82,93.1,145,103,89,64,2.17E-09,4.83E-09,
82.1,90.1,145,103,89,64,2.32E-09,4.37E-09,
82.2,88,145,103,89,64,1.99E-09,3.40E-09,
82.3,128.75,145,103,89,64,3.69E-09,8.23E-09,
82.4,105.05,145,103,89,64,4.85E-09,8.02E-09,
82.5,101.65,145,103,89,64,2.52E-09,5.11E-09,
82.6,108.25,144.2,102.6,88.6,63.6,2.35E-09,5.70E-09,
82.7,94.8,143,102,88,63,2.42E-09,4.18E-09,
82.8,93.2,143,102,88,63,2.38E-09,2.76E-09,
82.9,91.85,143,102,88,63,2.50E-09,4.07E-09,
83,89.15,143,102,88,63,2.46E-09,3.16E-09,
83.1,86.4,143,102,88,63,1.90E-09,3.70E-09,
83.2,118.4,143,102,88,63,3.23E-09,6.71E-09,
83.3,110.4,143,102,88,63,4.59E-09,5.46E-09,
83.4,97.5,143,102,88,63,2.98E-09,5.71E-09,
83.5,107.1,142.8,101.9,87.9,63.1,3.48E-09,6.70E-09,
83.6,94.65,141,101,87,64,2.27E-09,6.43E-09,
83.7,91.5,141,101,87,64,1.93E-09,3.82E-09,
83.8,90.7,141,101,87,64,1.85E-09,3.07E-09,
83.9,88.55,141,101,87,64,2.70E-09,4.87E-09,
84,85.9,141,101,87,64,2.38E-09,4.02E-09,
84.1,112.2,141,101,87,64,2.29E-09,6.99E-09,
84.2,112.75,141,101,87,64,5.88E-09,9.55E-09,
84.3,94.85,141,101,87,64,1.86E-09,4.58E-09,
84.4,106.3,141,101,87,64,2.09E-09,6.19E-09,
84.5,94.2,141.95,100.05,87,64.95,1.68E-09,5.68E-09,
84.6,90.65,142,100,87,65,2.19E-09,3.75E-09,
84.7,90.3,142,100,87,65,2.19E-09,4.80E-09,
84.8,87.95,142,100,87,65,1.82E-09,5.05E-09,
84.9,86.25,142,100,87,65,2.00E-09,3.10E-09,
85,98.2,142,100,87,65,2.01E-09,3.83E-09,
85.1,124.65,142,100,87,65,6.40E-09,1.34E-08,
85.2,92.8,142,100,87,65,3.01E-09,7.24E-09,
85.3,105.55,142,100,87,65,1.65E-09,7.93E-09,
