1.421,1.406,1.397,1.400,1.411,1.412,1.409,1.416,1.406,1.416,1.399,1.394,1.395,1.382,1.377,1.359,1.343,1.345,1.345,1.323,1.314,1.319,1.303,1.296,1.296,1.271,1.276,1.261,1.231,1.186,1.155,1.133,1.112,1.083,1.067,1.058,1.048,1.047,1.043,1.032,1.010,1.024,1.014,1.006,0.997,0.991,0.993,0.984,0.985,0.984
1.143,1.149,1.147,1.150,1.142,1.147,1.132,1.152,1.146,1.145,1.129,1.121,1.133,1.116,1.130,1.125,1.110,1.100,1.115,1.085,1.111,1.091,1.087,1.082,1.084,1.069,1.070,1.078,1.045,1.033,1.033,1.008,1.011,1.005,0.997,0.990,1.006,1.018,0.998,1.006,1.002,1.013,0.990,1.000,1.000,1.002,1.018,0.994,1.021,0.998
1.165,1.145,1.160,1.121,1.156,1.136,1.160,1.136,1.130,1.153,1.156,1.142,1.138,1.145,1.133,1.124,1.122,1.143,1.111,1.147,1.101,1.107,1.113,1.099,1.095,1.112,1.104,1.092,1.060,1.035,1.054,1.007,1.032,1.010,0.991,0.990,1.002,0.976,0.990,0.987,0.996,0.995,0.979,0.989,1.010,1.023,1.015,1.003,1.006,1.016
1.176,1.156,1.170,1.166,1.177,1.161,1.170,1.145,1.173,1.161,1.168,1.145,1.151,1.140,1.129,1.138,1.140,1.146,1.132,1.123,1.099,1.110,1.110,1.106,1.085,1.091,1.100,1.083,1.062,1.054,1.052,1.038,1.041,1.019,1.026,1.011,1.010,1.011,1.010,1.019,1.000,0.993,0.997,0.995,1.011,0.994,0.991,0.995,0.970,1.001
