Column1,Column2,Column3,Column4,Column5
Interval=,0.05 s,,,
ExcelDateTime=,4.4355478776009855e+004,8/06/2021 11:29:26.247252,,
TimeFormat=,StartOfBlock,,,
DateFormat=,,,,
ChannelTitle=,TCD,DCS/trNIRS,ECG,HR
Range=,10.000 V,5.000 V,20.000 mV,105.5050 BPM
UnitName=,cm/s,*,*,*
TopValue=,160.00,*,*,*
BottomValue=,-160.00,*,*,*
108.3,41.8198,5.004556,-0.04797243,63.0697
108.35,44.7189,5.004578,-0.02098381,63.0697
108.4,72.4747,5.004541,0.06788839,63.0697
108.45,83.8116,5.004619,0.1030242,63.0697
108.5,75.6936,5.004584,-0.07461418,63.0697
108.55,71.2524,5.004456,-0.09916733,63.0697
108.6,69.0369,5.004644,-0.0897216,63.0697
108.65,57.7999,5.004572,-0.07874805,63.0697
108.7,58.5255,5.004672,-0.07388299,63.0697
108.75,62.2129,5.004534,-0.07536474,63.0697
108.8,58.6648,5.004728,-0.07746046,63.0697
108.85,54.6694,5.004556,-0.06513997,63.0697
108.9,52.2223,5.004709,-0.0650504,63.0697
108.95,49.1583,5.00465,-0.05492757,63.0697
109,48.0593,5.004459,-0.04219954,63.0697
109.05,45.5365,5.004622,-0.04096335,63.0697
109.1,45.6302,5.004587,0.111216,63.0697
109.15,45.6499,5.004594,0.01648545,62.86457
109.2,45.165,5.004528,-0.03824748,62.45432
109.25,42.0127,5.004559,-0.02047034,62.45432
109.3,43.5418,5.004584,0.01377805,62.45432
109.35,64.4241,5.004581,0.1043566,62.45432
109.4,80.5356,5.004581,0.1409522,62.45432
109.45,73.7166,5.004547,-0.04766029,62.45432
109.5,67.8967,5.004503,-0.07149076,62.45432
109.55,63.9348,5.004562,-0.05840318,62.45432
109.6,56.4938,5.004619,-0.04727984,62.45432
109.65,57.0399,5.004541,-0.04638586,62.45432
109.7,58.9288,5.004516,-0.04494643,62.45432
109.75,57.034,5.004525,-0.04536993,62.45432
109.8,53.5747,5.004503,-0.0381446,62.45432
109.85,50.4402,5.004644,-0.03168185,62.45432
109.9,48.732,5.004631,-0.02788503,62.45432
109.95,46.1787,5.004544,-0.01721899,62.45432
110,45.075,5.004641,-0.008992991,62.45432
110.05,44.1394,5.004615,0.0003979505,62.45432
110.1,44.1414,5.004578,0.1946906,61.96984
110.15,43.1778,5.004587,-0.03186102,61.00088
110.2,41.6763,5.004572,-0.01204072,61.00088
110.25,42.5211,5.0045,0.006164609,61.00088
110.3,67.6214,5.004631,0.07390996,61.00088
110.35,85.1484,5.004572,0.1635494,61.00088
110.4,78.4308,5.004597,-0.002081026,61.00088
110.45,72.869,5.004435,-0.05932257,61.00088
110.5,70.3218,5.004525,-0.05097063,61.00088
110.55,63.0592,5.004553,-0.04368843,61.00088
110.6,57.4792,5.004575,-0.0351967,61.00088
110.65,61.8648,5.004519,-0.04196931,61.00088
110.7,60.3791,5.004647,-0.0421104,61.00088
110.75,55.7647,5.004578,-0.04031628,61.00088
110.8,52.4713,5.004619,-0.0341485,61.00088
110.85,49.8309,5.004609,-0.02902983,61.00088
110.9,48.8431,5.004569,-0.02987419,61.00088
110.95,47.4252,5.004506,-0.01938258,61.00088
111,45.8638,5.004478,-0.0138518,61.00088
111.05,45.6459,5.004438,0.1777555,60.69515
111.1,44.6918,5.00455,0.00497159,60.08368
111.15,43.1682,5.004528,-0.0227378,60.08368
111.2,41.1974,5.004519,-0.0003251131,60.08368
111.25,47.9241,5.004509,0.0181892,60.08368
111.3,74.4731,5.004544,0.1090503,60.08368
111.35,85.2402,5.004541,0.1313046,60.08368
111.4,76.6641,5.004541,-0.03879667,60.08368
111.45,71.7325,5.00445,-0.05543476,60.08368
111.5,67.8661,5.004472,-0.04985571,60.08368
111.55,59.3003,5.004494,-0.04155479,60.08368
111.6,60.8757,5.004578,-0.04298304,60.08368
111.65,61.2601,5.004559,-0.0550969,60.08368
111.7,61.7515,5.004466,-0.05987171,60.08368
111.75,54.2037,5.004409,-0.0563307,60.08368
111.8,52.6918,5.004466,-0.05631207,60.08368
111.85,50.3996,5.004544,-0.04979981,60.08368
111.9,48.7161,5.004481,-0.05052879,60.08368
111.95,47.0791,5.004619,-0.02997972,60.08368
112,46.1623,5.004491,-0.04158808,60.08368
112.05,45.1795,5.004484,0.1852912,62.36973
112.1,44.6959,5.004556,-0.05393018,66.94183
112.15,43.6387,5.004534,-0.0447904,66.94183
112.2,40.4713,5.004591,-0.02754336,66.94183
112.25,44.4148,5.004438,0.008030745,66.94183
112.3,70.2605,5.004544,0.1071325,66.94183
112.35,80.1836,5.004484,0.1134444,66.94183
112.4,73.249,5.004537,-0.06334219,66.94183
112.45,67.5828,5.004428,-0.07885045,66.94183
112.5,64.5948,5.00445,-0.07036575,66.94183
112.55,57.9309,5.004409,-0.06095081,66.94183
112.6,58.0522,5.004612,-0.0572044,66.94183
112.65,61.4881,5.004619,-0.05932379,66.94183
112.7,57.8977,5.004522,-0.05744195,66.94183
112.75,56.6032,5.004562,-0.05033329,66.94183
112.8,51.4608,5.004537,-0.04554237,66.94183
112.85,49.2848,5.004388,-0.01935803,66.94183
112.9,47.7674,5.004619,-0.02815768,66.94183
112.95,47.1455,5.004522,0.2277676,66.22945
113,47.1392,5.00455,-0.06526397,64.80469
113.05,46.5038,5.004422,-0.01816109,64.80469
113.1,43.526,5.004587,0.004234855,64.80469
113.15,48.536,5.004537,0.04424397,64.80469
113.2,72.5848,5.004544,0.154934,64.80469
113.25,82.6987,5.004463,0.122648,64.80469
113.3,72.2555,5.004481,-0.03966034,64.80469
113.35,69.2017,5.004591,-0.04689039,64.80469
113.4,64.7968,5.004531,-0.03314518,64.80469
113.45,57.5993,5.004578,-0.02884185,64.80469
113.5,60.2853,5.0045,-0.03058883,64.80469
113.55,60.6084,5.004506,-0.02738036,64.80469
113.6,57.489,5.004484,-0.02483601,64.80469
113.65,54.4689,5.004541,-0.02047901,64.80469
113.7,51.3605,5.004506,-0.01789881,64.80469
113.75,50.1163,5.004506,-0.009739531,64.80469
113.8,49.0387,5.004438,0.009577662,64.80469
113.85,48.4239,5.004537,-0.01281369,64.80469
113.9,46.8152,5.004506,0.2355226,63.67496
113.95,46.4697,5.004466,-0.02240548,61.41553
114,45.5574,5.004578,-0.001169047,61.41553
114.05,43.7963,5.004509,0.01489351,61.41553
114.1,65.8967,5.00445,0.06857818,61.41553
114.15,84.6916,5.004575,0.1739136,61.41553
114.2,82.3611,5.004547,0.01708481,61.41553
114.25,75.037,5.004609,-0.04750197,61.41553
114.3,71.866,5.004591,-0.04157136,61.41553
114.35,67.9209,5.004578,-0.03569416,61.41553
114.4,63.235,5.004581,-0.03016466,61.41553
114.45,65.0859,5.004556,-0.03749367,61.41553
114.5,61.882,5.004516,-0.04239358,61.41553
114.55,61.1665,5.004497,-0.03837984,61.41553
114.6,56.9362,5.00455,-0.02996577,61.41553
114.65,52.8962,5.004556,-0.02933396,61.41553
114.7,52.3784,5.004606,-0.02243362,61.41553
114.75,50.6643,5.004625,-0.002648009,61.41553
114.8,49.68,5.004594,-0.01610234,61.41553
114.85,49.1822,5.004609,0.2116472,60.31989
114.9,48.7563,5.004647,-0.01919892,58.12862
114.95,47.1379,5.004569,-0.02035855,58.12862
115,44.6396,5.004597,-0.003119702,58.12862
115.05,50.0546,5.004553,0.02377471,58.12862
115.1,76.1712,5.004625,0.1208973,58.12862
115.15,84.2877,5.004675,0.1249843,58.12862
115.2,80.1393,5.004584,-0.04405548,58.12862
115.25,73.2766,5.004615,-0.05246016,58.12862
115.3,71.886,5.004578,-0.04880006,58.12862
115.35,62.7314,5.004584,-0.04623653,58.12862
115.4,62.4642,5.004619,-0.04736236,58.12862
115.45,63.47,5.004625,-0.05420908,58.12862
115.5,61.3117,5.004594,-0.05868027,58.12862
115.55,60.4137,5.004559,-0.05268472,58.12862
115.6,55.0555,5.004606,-0.0498642,58.12862
115.65,51.9186,5.004572,-0.05098909,58.12862
115.7,50.7023,5.004681,-0.04860658,58.12862
115.75,48.7219,5.004491,-0.04229206,58.12862
115.8,49.578,5.004634,-0.0194347,58.12862
115.85,47.5345,5.004459,-0.04817116,58.12862
115.9,46.665,5.004534,0.2215085,59.48867
115.95,46.37,5.00455,-0.07504999,62.20875
116,44.8076,5.004594,-0.04073897,62.20875
116.05,41.7965,5.004556,-0.02166494,62.20875
116.1,56.1979,5.004559,0.02307985,62.20875
116.15,79.1776,5.0045,0.1447402,62.20875
116.2,77.5512,5.004491,0.02369977,62.20875
116.25,72.26,5.004506,-0.09235442,62.20875
116.3,69.2841,5.004431,-0.0924095,62.20875
116.35,63.6928,5.004359,-0.08239372,62.20875
116.4,57.255,5.004553,-0.07408898,62.20875
116.45,61.5828,5.004594,-0.07685107,62.20875
116.5,62.2757,5.004447,-0.07820576,62.20875
116.55,58.7432,5.004509,-0.07742448,62.20875
116.6,55.0875,5.004475,-0.07171436,62.20875
116.65,52.0508,5.004506,-0.06396838,62.20875
116.7,50.1583,5.004503,-0.05158883,62.20875
116.75,49.209,5.004478,-0.02773922,62.20875
116.8,48.2513,5.004488,-0.03659426,62.20875
116.85,47.9137,5.004484,0.2239705,60.87101
116.9,47.1484,5.004506,-0.07315324,58.19552
116.95,46.3823,5.004541,-0.02298877,58.19552
117,43.0413,5.004578,-0.007598789,58.19552
117.05,46.7999,5.004584,0.0254934,58.19552
117.1,71.2249,5.004503,0.1390999,58.19552
117.15,79.0991,5.004459,0.1188681,58.19552
117.2,71.4981,5.003994,-0.04427503,58.19552
117.25,68.2433,5.004513,-0.05703246,58.19552
117.3,64.4503,5.004509,-0.04619551,58.19552
117.35,57.2187,5.004688,-0.03499587,58.19552
117.4,59.1342,5.004547,-0.03377031,58.19552
117.45,60.7047,5.004425,-0.03617815,58.19552
117.5,57.875,5.004309,-0.03369388,58.19552
117.55,53.7207,5.004503,-0.0358315,58.19552
117.6,52.0097,5.004435,-0.0295029,58.19552
117.65,49.0383,5.004422,-0.02719123,58.19552
117.7,48.9134,5.004428,-0.02114399,58.19552
117.75,47.6268,5.004428,-0.01891561,58.19552
117.8,46.6648,5.004469,0.007764541,58.19552
117.85,46.1857,5.004375,-0.02997628,58.19552
117.9,45.2548,5.004475,0.2516932,57.53002
117.95,45.6145,5.004431,-0.03448857,56.19902
118,41.5753,5.004444,-0.01417396,56.19902
118.05,40.5087,5.004569,0.00425659,56.19902
118.1,59.569,5.004537,0.05320174,56.19902
118.15,76.6188,5.004525,0.1700574,56.19902
118.2,75.2787,5.004584,0.04294096,56.19902
118.25,70.6126,5.004381,-0.05166916,56.19902
118.3,70.7408,5.004612,-0.05070364,56.19902
118.35,66.1508,5.004581,-0.04144339,56.19902
118.4,58.2488,5.004572,-0.03887715,56.19902
118.45,61.1736,5.004544,-0.04243033,56.19902
118.5,61.3203,5.004463,-0.04818684,56.19902
118.55,57.921,5.004516,-0.04959652,56.19902
118.6,54.243,5.004522,-0.04407932,56.19902
118.65,51.6831,5.004537,-0.03991014,56.19902
118.7,49.762,5.004534,-0.03371482,56.19902
118.75,47.2468,5.004559,-0.02829153,56.19902
118.8,48.0558,5.004544,-0.02755654,56.19902
118.85,47.146,5.004525,-0.004325753,56.19902
118.9,45.9559,5.004488,-0.02437205,56.19902
118.95,44.3908,5.004559,0.2385707,57.11256
119,44.4765,5.004506,-0.05764504,58.93964
119.05,43.3946,5.004531,-0.03106673,58.93964
119.1,40.7338,5.004534,-0.01133993,58.93964
119.15,45.4463,5.004503,0.0147688,58.93964
119.2,75.3959,5.004531,0.1101928,58.93964
119.25,77.9203,5.004447,0.108276,58.93964
119.3,69.4914,5.004459,-0.05771273,58.93964
119.35,67.8816,5.004525,-0.0771429,58.93964
119.4,66.2363,5.004519,-0.07664651,58.93964
119.45,59.1135,5.004472,-0.073243,58.93964
119.5,59.6396,5.004341,-0.08053021,58.93964
119.55,60.9717,5.004388,-0.07877447,58.93964
119.6,58.1114,5.0044,-0.07916279,58.93964
119.65,54.9738,5.004491,-0.08045762,58.93964
119.7,52.8182,5.004484,-0.07387476,58.93964
119.75,50.6309,5.004491,-0.06945943,58.93964
119.8,48.2763,5.004481,-0.06829675,58.93964
119.85,47.7583,5.004428,-0.05517019,58.93964
119.9,46.3532,5.004463,-0.04702102,58.93964
119.95,45.9071,5.003531,0.02097966,58.93964
120,44.83,5.004306,0.08088649,60.21391
120.05,43.7485,5.004341,-0.06085165,62.76243
120.1,40.7369,5.004488,-0.04164521,62.76243
120.15,39.3749,5.004556,-0.01170829,62.76243
120.2,59.9722,5.004497,0.06166639,62.76243
120.25,74.7462,5.004522,0.1498528,62.76243
120.3,72.3767,5.004481,-0.0447861,62.76243
120.35,65.5933,5.004469,-0.09618329,62.76243
120.4,62.8172,5.004578,-0.0785138,62.76243
120.45,55.9495,5.004516,-0.06363654,62.76243
120.5,57.4179,5.004344,-0.05374741,62.76243
120.55,60.1922,5.004472,-0.04709346,62.76243
120.6,58.3748,5.004463,-0.04308882,62.76243
120.65,54.0343,5.004453,-0.03205832,62.76243
120.7,50.805,5.004447,-0.02556465,62.76243
120.75,48.9145,5.004431,-0.0211228,62.76243
120.8,47.2125,5.004469,-0.008214806,62.76243
120.85,46.8123,5.004284,0.005859892,62.76243
120.9,45.7485,5.004503,0.01680139,62.76243
120.95,45.6437,5.004463,0.1905534,61.91969
121,45.0643,5.004416,-0.02048486,60.23423
121.05,42.5319,5.004441,-0.00433342,60.23423
121.1,42.5987,5.004441,0.01243071,60.23423
121.15,61.6148,5.004463,0.07697927,60.23423
121.2,81.0301,5.004397,0.1731891,60.23423
121.25,75.2634,5.00435,0.004138354,60.23423
121.3,68.8191,5.004184,-0.0609425,60.23423
121.35,70.2142,5.00455,-0.05654282,60.23423
121.4,62.7219,5.004531,-0.04750942,60.23423
121.45,59.5235,5.004547,-0.0456844,60.23423
121.5,61.5107,5.004472,-0.04956584,60.23423
121.55,58.4138,5.004494,-0.05091499,60.23423
121.6,56.6883,5.004466,-0.04978482,60.23423
121.65,53.9293,5.004388,-0.04662481,60.23423
121.7,51.2608,5.004416,-0.04383191,60.23423
121.75,48.6707,5.004406,-0.04073071,60.23423
121.8,47.5703,5.004388,-0.02910455,60.23423
121.85,46.1981,5.004388,-0.02160921,60.23423
121.9,45.9473,5.004422,0.008863373,60.23423
121.95,45.4614,5.004497,0.1535242,59.92044
122,44.9978,5.004428,-0.03847491,59.29285
122.05,43.7114,5.004456,-0.02707784,59.29285
122.1,42.1584,5.004478,-0.002953465,59.29285
122.15,65.9984,5.004453,0.06072753,59.29285
122.2,82.6535,5.004435,0.1493949,59.29285
122.25,77.0858,5.004372,-0.01859268,59.29285
122.3,73.94,5.004366,-0.07244006,59.29285
122.35,69.5624,5.004403,-0.0676273,59.29285
122.4,62.6954,5.004384,-0.06018478,59.29285
122.45,58.7757,5.004403,-0.05564376,59.29285
122.5,61.2598,5.004375,-0.06452282,59.29285
122.55,60.8778,5.004438,-0.06125552,59.29285
122.6,57.2677,5.004506,-0.0643042,59.29285
122.65,53.7714,5.004369,-0.05444871,59.29285
122.7,50.8244,5.004544,-0.05269001,59.29285
122.75,48.6836,5.004472,-0.04611785,59.29285
122.8,48.1838,5.004438,-0.04104073,59.29285
122.85,46.8857,5.004497,-0.01753419,59.29285
122.9,45.165,5.004438,-0.05320703,59.29285
122.95,45.3784,5.004478,0.2170428,59.7025
123,44.6233,5.004578,-0.0559175,60.5218
123.05,41.9176,5.004497,-0.03890946,60.5218
123.1,40.6395,5.004453,-0.02154922,60.5218
123.15,60.4886,5.004406,0.02308132,60.5218
123.2,82.3154,5.004341,0.1335754,60.5218
123.25,74.8829,5.004344,0.006068618,60.5218
123.3,69.2949,5.004484,-0.09512627,60.5218
123.35,68.9826,5.004659,-0.1022632,60.5218
123.4,61.3457,5.004506,-0.09626891,60.5218
123.45,57.5873,5.004513,-0.09443268,60.5218
123.5,59.1912,5.004459,-0.09900178,60.5218
123.55,58.7133,5.004491,-0.1011183,60.5218
123.6,57.4736,5.004422,-0.09854251,60.5218
123.65,53.4024,5.004428,-0.09719364,60.5218
123.7,50.27,5.004488,-0.09155683,60.5218
123.75,48.3725,5.004556,-0.08779427,60.5218
123.8,45.7013,5.004456,-0.08143803,60.5218
123.85,46.1952,5.004491,-0.06164481,60.5218
123.9,45.2588,5.004394,-0.053318,60.5218
123.95,43.1581,5.004497,0.1289823,62.34775
124,42.7311,5.004481,-0.08225587,65.99965
124.05,42.2171,5.004569,-0.06559767,65.99965
124.1,39.348,5.004544,-0.03026123,65.99965
124.15,55.568,5.004494,0.03282781,65.99965
124.2,75.3424,5.004578,0.1421398,65.99965
124.25,73.3589,5.004569,-0.04153991,65.99965
124.3,63.5163,5.004513,-0.1037943,65.99965
124.35,62.6213,5.004472,-0.09253485,65.99965
124.4,56.327,5.004478,-0.08067297,65.99965
124.45,54.7873,5.004409,-0.06930473,65.99965
124.5,58.4872,5.004516,-0.06938515,65.99965
124.55,56.7263,5.004435,-0.06462425,65.99965
124.6,54.3911,5.004466,-0.05392372,65.99965
124.65,52.0556,5.004466,-0.04977914,65.99965
124.7,48.8908,5.004494,-0.03654826,65.99965
124.75,46.1502,5.004503,-0.01096,65.99965
124.8,44.6941,5.004472,-0.03690738,65.99965
124.85,44.5097,5.004494,0.2343342,65.3312
124.9,45.086,5.0044,-0.0366387,63.9943
124.95,44.6326,5.004491,-0.004444789,63.9943
125,42.6689,5.004653,0.01568234,63.9943
125.05,53.235,5.004459,0.06858321,63.9943
125.1,74.9425,5.004619,0.18317,63.9943
125.15,78.9953,5.004553,0.0450356,63.9943
125.2,67.7174,5.004544,-0.04520185,63.9943
125.25,69.5935,5.004578,-0.04302144,63.9943
125.3,61.9965,5.004513,-0.02809947,63.9943
125.35,56.6888,5.004491,-0.02003247,63.9943
125.4,60.4461,5.004531,-0.02136221,63.9943
125.45,59.9938,5.004513,-0.02481771,63.9943
125.5,56.2497,5.004556,-0.0213894,63.9943
125.55,53.5999,5.004519,-0.019105,63.9943
125.6,51.2503,5.0045,-0.01673177,63.9943
125.65,49.8708,5.004544,-0.00376039,63.9943
125.7,47.2511,5.00465,0.001322557,63.9943
125.75,46.8269,5.004575,0.03424422,63.9943
125.8,46.225,5.004497,0.1776099,62.76633
125.85,45.8767,5.004556,-0.02176703,60.3104
125.9,43.4483,5.004488,-0.00803161,60.3104
125.95,45.0083,5.004453,0.01845767,60.3104
126,70.3215,5.004506,0.08286731,60.3104
126.05,83.2014,5.004566,0.1712974,60.3104
126.1,75.3449,5.004428,0.005028176,60.3104
126.15,74.269,5.004541,-0.04266358,60.3104
126.2,72.8048,5.004438,-0.03369939,60.3104
126.25,63.2114,5.004484,-0.02608413,60.3104
126.3,60.4308,5.004619,-0.01883175,60.3104
126.35,62.9668,5.004566,-0.02386883,60.3104
126.4,59.1932,5.004541,-0.02951732,60.3104
126.45,58.4643,5.004519,-0.02872556,60.3104
126.5,54.8374,5.004394,-0.03404151,60.3104
126.55,51.7498,5.004559,-0.02989894,60.3104
126.6,50.5609,5.004513,-0.02743864,60.3104
126.65,48.7099,5.004559,-0.01494914,60.3104
126.7,48.0232,5.004513,-0.008683624,60.3104
126.75,47.42,5.004525,0.07908889,60.3104
126.8,45.8621,5.004513,0.1080461,60.67241
126.85,45.165,5.004662,-0.03347232,61.39644
126.9,42.7894,5.004688,-0.01927043,61.39644
126.95,44.0699,5.004666,0.008121233,61.39644
127,70.7644,5.004634,0.07902562,61.39644
127.05,81.2365,5.004594,0.1513227,61.39644
127.1,76.1241,5.004625,-0.02679518,61.39644
127.15,71.2189,5.004297,-0.06630656,61.39644
127.2,69.5239,5.00465,-0.06485563,61.39644
127.25,62.4979,5.004841,-0.06042261,61.39644
127.3,59.2821,5.004869,-0.06146159,61.39644
127.35,61.2022,5.004856,-0.07638162,61.39644
127.4,60.078,5.004834,-0.08170199,61.39644
127.45,56.9505,5.004794,-0.0766415,61.39644
127.5,51.4044,5.004615,-0.07060253,61.39644
127.55,50.6855,5.004547,-0.0662779,61.39644
127.6,48.8665,5.004659,-0.06180834,61.39644
127.65,48.7361,5.004591,-0.03556458,61.39644
127.7,47.1606,5.004591,-0.06256364,61.39644
127.75,46.1919,5.004615,0.2098129,63.39148
127.8,45.7125,5.004619,-0.09507319,67.38156
127.85,44.9075,5.00455,-0.04568514,67.38156
127.9,41.3092,5.004562,-0.02789673,67.38156
127.95,47.0135,5.004513,0.01616733,67.38156
128,73.2943,5.004516,0.1302257,67.38156
128.05,79.0815,5.004491,0.05450927,67.38156
128.1,70.4329,5.004481,-0.08340487,67.38156
128.15,65.2188,5.004525,-0.08672803,67.38156
128.2,61.7385,5.004469,-0.07369613,67.38156
128.25,55.7096,5.004562,-0.06619208,67.38156
128.3,59.6845,5.004566,-0.0636576,67.38156
128.35,60.2017,5.004509,-0.05363591,67.38156
128.4,56.8443,5.004541,-0.04740489,67.38156
128.45,54.3785,5.004531,-0.04216057,67.38156
128.5,49.8222,5.004584,-0.03285672,67.38156
128.55,47.6307,5.004531,-0.006215046,67.38156
128.6,47.1644,5.004584,-0.03479759,67.38156
128.65,46.4926,5.004513,0.2281274,66.48315
128.7,45.165,5.004619,-0.04276022,64.68633
128.75,44.3899,5.004609,-0.01402742,64.68633
128.8,42.7118,5.004553,0.008009521,64.68633
128.85,55.1473,5.004513,0.05730586,64.68633
128.9,77.7864,5.004662,0.1755531,64.68633
128.95,80.2751,5.004559,0.03783126,64.68633
129,69.4887,5.004587,-0.05944497,64.68633
129.05,67.4031,5.004575,-0.05313131,64.68633
129.1,61.464,5.004566,-0.03678131,64.68633
129.15,57.8075,5.004566,-0.02936459,64.68633
129.2,60.225,5.004494,-0.0312205,64.68633
129.25,59.9163,5.004531,-0.03394485,64.68633
129.3,55.1235,5.004553,-0.0325947,64.68633
129.35,52.8927,5.004516,-0.02998186,64.68633
129.4,48.7193,5.004572,-0.02938133,64.68633
129.45,48.4366,5.00455,-0.0143312,64.68633
129.5,47.7824,5.004534,-0.0161675,64.68633
129.55,44.2643,5.004506,0.1558407,63.8439
129.6,45.6056,5.00435,0.03200849,62.15904
129.65,45.0032,5.00445,-0.02863432,62.15904
129.7,43.448,5.004566,-0.01213093,62.15904
129.75,48.6681,5.004525,0.01500908,62.15904
129.8,74.1052,5.004484,0.1001284,62.15904
129.85,81.6395,5.004553,0.1444607,62.15904
129.9,75.5381,5.004488,-0.02758862,62.15904
129.95,71.7763,5.004537,-0.0466572,62.15904
130,70.4935,5.004463,-0.04049489,62.15904
130.05,60.8156,5.004528,-0.03145502,62.15904
130.1,58.9556,5.004516,-0.03467952,62.15904
130.15,61.2616,5.004513,-0.03423745,62.15904
130.2,60.4221,5.004494,-0.03941692,62.15904
130.25,55.7285,5.004472,-0.03991574,62.15904
130.3,54.1686,5.004506,-0.04108467,62.15904
130.35,50.2623,5.004463,-0.03728168,62.15904
130.4,50.0731,5.004472,-0.02723393,62.15904
130.45,47.6853,5.004422,-0.0179275,62.15904
130.5,46.5221,5.004481,-0.02673623,62.15904
130.55,46.3916,5.004478,0.1915433,62.08069
130.6,44.3421,5.004447,-0.03968227,61.92402
130.65,42.7749,5.004353,-0.02556992,61.92402
130.7,42.125,5.004447,-0.002486517,61.92402
130.75,62.0739,5.004378,0.0563111,61.92402
130.8,80.3221,5.004472,0.1553725,61.92402
130.85,74.0212,5.004469,-0.0002546069,61.92402
130.9,70.301,5.004541,-0.06688974,61.92402
130.95,68.7051,5.004409,-0.07015048,61.92402
131,60.9352,5.004441,-0.06792639,61.92402
131.05,58.7337,5.004459,-0.07015252,61.92402
131.1,60.1573,5.004419,-0.07465174,61.92402
131.15,58.7295,5.004341,-0.0834653,61.92402
131.2,55.4195,5.0045,-0.07786346,61.92402
131.25,52.693,5.004463,-0.07794538,61.92402
131.3,50.8242,5.0045,-0.07293934,61.92402
131.35,49.4107,5.004475,-0.06583987,61.92402
131.4,46.8805,5.004475,-0.03685768,61.92402
131.45,45.7695,5.004509,-0.05680575,61.92402
131.5,45.2028,5.004422,0.2128996,63.42627
131.55,44.6255,5.004391,-0.09666156,66.43077
131.6,42.9696,5.004359,-0.04522721,66.43077
131.65,39.9916,5.004403,-0.0231021,66.43077
131.7,46.3829,5.004494,0.008269529,66.43077
131.75,72.0026,5.004506,0.1255307,66.43077
131.8,78.0489,5.004413,0.06348135,66.43077
131.85,68.3266,5.004456,-0.08520858,66.43077
131.9,64.647,5.004459,-0.08626184,66.43077
131.95,61.5561,5.004347,-0.07385649,66.43077
132,54.807,5.0045,-0.07091705,66.43077
132.05,57.8142,5.004435,-0.07489042,66.43077
132.1,59.576,5.004488,-0.06551764,66.43077
132.15,54.9423,5.004488,-0.06400062,66.43077
132.2,51.8645,5.004516,-0.05761796,66.43077
132.25,49.4444,5.0043,-0.04825572,66.43077
132.3,47.2059,5.004472,-0.02141729,66.43077
132.35,45.7031,5.004441,-0.03882186,66.43077
132.4,44.8223,5.004463,0.233528,65.923
132.45,45.1144,5.004603,-0.08600994,64.90746
132.5,42.2422,5.004556,-0.02895771,64.90746
132.55,40.6784,5.004541,-0.01036869,64.90746
132.6,47.3783,5.004562,0.02773696,64.90746
132.65,73.308,5.004559,0.140265,64.90746
132.7,75.4965,5.004522,0.08873538,64.90746
132.75,67.7758,5.004475,-0.05925319,64.90746
132.8,64.2475,5.004481,-0.06238624,64.90746
132.85,60.6083,5.004456,-0.04934741,64.90746
132.9,54.7379,5.004444,-0.03688293,64.90746
132.95,57.7477,5.004509,-0.0379135,64.90746
133,58.0829,5.004488,-0.04007297,64.90746
133.05,54.9652,5.004287,-0.03720722,64.90746
133.1,51.6051,5.004509,-0.03129566,64.90746
133.15,49.1087,5.004459,-0.02447873,64.90746
133.2,45.7016,5.0045,-0.01661407,64.90746
133.25,44.8175,5.004534,-0.005482786,64.90746
133.3,44.2226,5.004634,0.008442349,64.90746
133.35,43.6682,5.004587,0.1853695,63.96457
133.4,43.1749,5.004544,-0.02921752,62.0788
133.45,41.2594,5.004509,-0.01472186,62.0788
133.5,42.5977,5.004534,0.004718917,62.0788
133.55,65.3234,5.004609,0.06868311,62.0788
133.6,79.486,5.004509,0.1644561,62.0788
133.65,72.8115,5.004537,0.00759653,62.0788
133.7,69.5167,5.0046,-0.04926349,62.0788
133.75,67.8066,5.004622,-0.04495201,62.0788
133.8,62.3976,5.004556,-0.03627474,62.0788
133.85,58.236,5.004519,-0.03609596,62.0788
133.9,59.628,5.004525,-0.0472534,62.0788
133.95,57.0248,5.004587,-0.04732793,62.0788
134,54.7451,5.004537,-0.05074156,62.0788
134.05,51.0113,5.004491,-0.05058057,62.0788
134.1,48.191,5.004541,-0.04114255,62.0788
134.15,45.1525,5.004553,-0.03890224,62.0788
134.2,45.0904,5.004541,-0.01135785,62.0788
134.25,43.3353,5.004569,-0.04001092,62.0788
134.3,44.2513,5.004534,0.2316072,61.14762
134.35,42.9317,5.004459,-0.06354409,59.28526
134.4,42.5088,5.004603,-0.03538877,59.28526
134.45,39.2726,5.004444,-0.01741257,59.28526
134.5,52.3476,5.00445,0.0203796,59.28526
134.55,74.8022,5.004275,0.1327704,59.28526
134.6,80.0696,5.004447,0.05094949,59.28526
134.65,67.6415,5.00435,-0.05993125,59.28526
134.7,66.2846,5.004378,-0.06181107,59.28526
134.75,62.645,5.004422,-0.05537991,59.28526
134.8,56.3979,5.004397,-0.05202318,59.28526
134.85,57.21,5.004419,-0.06392284,59.28526
134.9,58.6787,5.004297,-0.07498034,59.28526
134.95,54.6547,5.004509,-0.07149974,59.28526
135,51.1838,5.004384,-0.06868668,59.28526
135.05,48.7451,5.004356,-0.06697574,59.28526
135.1,46.1957,5.004394,-0.05979538,59.28526
135.15,45.4073,5.00445,-0.05041272,59.28526
135.2,44.338,5.004391,-0.02647534,59.28526
