Column1,Column2,Column3,Column4,Column5
Interval=,0.05 s,,,
ExcelDateTime=,4.4355478776009855e+004,8/06/2021 11:29:26.247252,,
TimeFormat=,StartOfBlock,,,
DateFormat=,,,,
ChannelTitle=,TCD,DCS/trNIRS,ECG,HR
Range=,10.000 V,5.000 V,20.000 mV,105.5050 BPM
UnitName=,cm/s,*,*,*
TopValue=,160.00,*,*,*
BottomValue=,-160.00,*,*,*
74.15,55.6933,5.004519,-0.06912991,69.26153
74.2,51.6495,5.0045,-0.06073472,69.26153
74.25,49.6787,5.0046,-0.05209252,69.26153
74.3,47.8336,5.004569,-0.02065716,69.26153
74.35,45.9928,5.004612,0.1106989,71.07337
74.4,46.5236,5.004537,-0.07233212,74.69704
74.45,43.3887,5.004587,-0.04702477,74.69704
74.5,44.0965,5.004513,-0.02266685,74.69704
74.55,71.8634,5.0046,0.04665496,74.69704
74.6,85.1267,5.004606,0.1263574,74.69704
74.65,75.1336,5.004544,-0.05729587,74.69704
74.7,68.0941,5.004569,-0.09473047,74.69704
74.75,66.6044,5.004637,-0.07999923,74.69704
74.8,56.9655,5.004606,-0.07186154,74.69704
74.85,58.2868,5.004606,-0.06766904,74.69704
74.9,60.775,5.004594,-0.06758782,74.69704
74.95,55.7178,5.004438,-0.06272787,74.69704
75,54.5716,5.004641,-0.05648648,74.69704
75.05,51.4125,5.004569,-0.03675752,74.69704
75.1,48.5013,5.004709,-0.02403902,74.69704
75.15,48.1704,5.004691,0.1626822,74.55915
75.2,45.21,5.004603,-0.04572157,74.28335
75.25,44.6273,5.004666,-0.02461902,74.28335
75.3,44.1223,5.004612,-0.0005522561,74.28335
75.35,65.5957,5.0046,0.06921848,74.28335
75.4,83.9301,5.004597,0.152165,74.28335
75.45,76.3504,5.004606,-0.02703562,74.28335
75.5,68.7767,5.004641,-0.06918067,74.28335
75.55,65.4131,5.004591,-0.06175853,74.28335
75.6,57.4392,5.004528,-0.0466687,74.28335
75.65,58.3692,5.004628,-0.04343925,74.28335
75.7,60.2089,5.004587,-0.04462857,74.28335
75.75,56.1929,5.004584,-0.03739831,74.28335
75.8,54.0914,5.004597,-0.03435347,74.28335
75.85,52.2167,5.004556,-0.0134121,74.28335
75.9,50.1089,5.004562,-0.04867568,74.28335
75.95,47.1048,5.004594,0.2244692,73.31077
76,46.4696,5.004594,-0.04877907,71.36562
76.05,43.4449,5.00455,-0.02758708,71.36562
76.1,44.6127,5.004691,-0.006430545,71.36562
76.15,66.1,5.004553,0.04544524,71.36562
76.2,85.0375,5.004491,0.1434057,71.36562
76.25,83.3012,5.004681,-0.00392936,71.36562
76.3,72.0136,5.004615,-0.06368133,71.36562
76.35,74.5808,5.004634,-0.06181153,71.36562
76.4,65.0454,5.0046,-0.04905955,71.36562
76.45,59.6114,5.004634,-0.04907804,71.36562
76.5,61.6626,5.0046,-0.04498487,71.36562
76.55,60.6868,5.004644,-0.04676792,71.36562
76.6,57.3886,5.004634,-0.03949511,71.36562
76.65,52.1463,5.004619,-0.02563055,71.36562
76.7,51.2568,5.004656,-0.01668277,71.36562
76.75,48.8929,5.004644,-0.0159567,71.36562
76.8,48.1702,5.004606,0.1697803,70.46458
76.85,47.2675,5.004656,-0.04572121,68.66252
76.9,45.2559,5.004562,-0.02827631,68.66252
76.95,44.1395,5.004578,-0.004938578,68.66252
77,68.6908,5.004541,0.05872139,68.66252
77.05,84.3886,5.004553,0.1378341,68.66252
77.1,81.0899,5.004615,-0.02660775,68.66252
77.15,74.3115,5.00455,-0.06504363,68.66252
77.2,71.6069,5.004641,-0.05608554,68.66252
77.25,61.3631,5.004691,-0.04533524,68.66252
77.3,60.1529,5.004581,-0.04248277,68.66252
77.35,60.7639,5.004612,-0.04416826,68.66252
77.4,59.3367,5.004647,-0.04503087,68.66252
77.45,55.5203,5.004669,-0.0468937,68.66252
77.5,53.2683,5.004675,-0.04690721,68.66252
77.55,49.6487,5.004575,-0.01404557,68.66252
77.6,47.0995,5.004519,-0.04436862,68.66252
77.65,46.6891,5.004534,0.2197543,69.82039
77.7,46.4412,5.004488,-0.08747245,72.13614
77.75,45.165,5.004622,-0.04780493,72.13614
77.8,42.41,5.004619,-0.0252792,72.13614
77.85,57.0304,5.004628,0.00683793,72.13614
77.9,81.2286,5.004619,0.1179787,72.13614
77.95,81.6753,5.004572,0.03658757,72.13614
78,71.0196,5.004619,-0.08580498,72.13614
78.05,67.8969,5.004609,-0.08820621,72.13614
78.1,59.7509,5.004647,-0.0761312,72.13614
78.15,56.2354,5.004647,-0.06498152,72.13614
78.2,59.3495,5.004584,-0.06452608,72.13614
78.25,58.0396,5.004666,-0.05895196,72.13614
78.3,54.7347,5.004644,-0.06081698,72.13614
78.35,51.2435,5.004653,-0.04701579,72.13614
78.4,48.9648,5.004556,-0.0334595,72.13614
78.45,46.2091,5.004528,-0.04394371,72.13614
78.5,45.0028,5.004541,0.1769698,73.12522
78.55,45.1809,5.004491,-0.05375105,75.10338
78.6,43.05,5.004541,-0.02498826,75.10338
78.65,42.1599,5.004516,-0.00486111,75.10338
78.7,60.0649,5.004556,0.06897383,75.10338
78.75,80.1829,5.004528,0.1636394,75.10338
78.8,74.6449,5.004478,-0.01255113,75.10338
78.85,67.8988,5.004603,-0.06871414,75.10338
78.9,62.8535,5.004559,-0.05692436,75.10338
78.95,55.6736,5.004547,-0.04513041,75.10338
79,55.6593,5.004566,-0.03935033,75.10338
79.05,58.5786,5.004516,-0.04345899,75.10338
79.1,54.4399,5.004488,-0.03842813,75.10338
79.15,52.137,5.004587,-0.0307948,75.10338
79.2,49.0026,5.004581,0.001450326,75.10338
79.25,46.0173,5.004631,-0.0152692,75.10338
79.3,45.6287,5.004628,0.2112183,74.88419
79.35,44.6833,5.004591,-0.03504273,74.44582
79.4,42.6711,5.004531,-0.01838896,74.44582
79.45,42.2729,5.004575,-0.002210347,74.44582
79.5,66.5292,5.004544,0.06731749,74.44582
79.55,82.7591,5.004497,0.1474869,74.44582
79.6,76.2012,5.004556,-0.01067411,74.44582
79.65,68.7639,5.004597,-0.06263931,74.44582
79.7,67.6104,5.004569,-0.05200179,74.44582
79.75,59.9153,5.004659,-0.04270493,74.44582
79.8,57.5765,5.004544,-0.03299623,74.44582
79.85,61.5923,5.00455,-0.04195363,74.44582
79.9,59.2687,5.004591,-0.02857771,74.44582
79.95,54.2172,5.004391,-0.023758,74.44582
80,51.981,5.004575,-0.002919033,74.44582
80.05,48.3603,5.004519,-0.04345554,74.44582
80.1,47.3714,5.004562,0.2192358,73.50658
80.15,46.9319,5.004581,-0.04802103,71.62809
80.2,45.1615,5.004603,-0.02739172,71.62809
80.25,43.0562,5.004622,-0.008358276,71.62809
80.3,61.3502,5.004716,0.03838965,71.62809
80.35,83.311,5.004581,0.1349655,71.62809
80.4,83.7343,5.004647,0.004110598,71.62809
80.45,73.7369,5.004637,-0.06440776,71.62809
80.5,69.6661,5.004597,-0.05878317,71.62809
80.55,62.3748,5.004591,-0.04679878,71.62809
80.6,57.9049,5.00465,-0.05069384,71.62809
80.65,59.8114,5.004672,-0.05423139,71.62809
