Interval=	0.05 s
ExcelDateTime=	4.4588648064983885e+004	27/01/2022 15:33:12.814608
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	BraBP	TCD (cm/s)	ETCO2	LBNP Pressure	MAP
Range=	10.000 V	10.000 V	100.0000 mmHg	200.0 mV	100.0000 mmHg
UnitName=	mmHg	cm/s	*	*	*
TopValue=	621.60	160	*	*	*
BottomValue=	-584.98	-160	*	*	*
78.15	77.0703	100.8225	0.2616313	1.93975	89.70355
78.2	89.65272	89.63192	0.2616313	1.94675	89.70355
78.25	110.3604	90.2333	0.2616313	1.934375	89.24529
78.3	110.2239	88.3114	0.2616313	1.930375	88.32877
78.35	105.922	72.31752	0.2616313	1.92675	88.32877
78.4	98.93814	73.16362	0.2616313	1.931375	88.32877
78.45	90.70244	74.00462	0.2616313	1.93075	88.32877
78.5	88.71988	74.48645	0.2616313	1.932625	88.32877
78.55	90.8544	70.9934	0.2819904	1.9455	88.32877
78.6	91.66696	68.16786	0.3227085	1.94125	88.32877
78.65	89.71946	67.2042	0.3227085	1.94625	88.32877
78.7	86.37948	65.5223	0.3227085	1.9485	88.32877
78.75	83.42485	60.94564	0.3227085	1.940625	88.32877
78.8	81.53316	57.21117	0.3227085	1.93775	88.32877
78.85	80.09355	57.6936	0.3227085	1.935625	88.32877
78.9	78.80401	55.64243	0.3227085	1.933625	88.32877
78.95	77.78935	51.79491	0.3227085	1.937625	88.32877
79	77.13892	53.23799	0.3227085	1.942875	88.32877
79.05	76.37086	91.2606	0.3227085	1.941875	88.32877
79.1	75.16767	95.82755	0.3227085	1.943	88.32877
79.15	81.3088	87.76744	0.3227085	1.9435	88.32877
79.2	106.0479	85.90526	0.3227085	1.946625	87.81608
79.25	108.4385	78.21241	0.3227085	1.9515	86.79072
79.3	104.4398	66.30437	0.3187933	1.942125	86.79072
79.35	97.85787	80.13592	0.3109628	1.92525	86.79072
79.4	90.02864	72.38155	0.3109628	1.925125	86.79072
79.45	85.94134	69.5209	0.3109628	1.9255	86.79072
79.5	88.03816	67.80739	0.3109628	1.933375	86.79072
79.55	90.47508	64.31843	0.3109628	1.9365	86.79072
79.6	88.89408	64.13975	0.3109628	1.9375	86.79072
79.65	85.59293	59.8031	0.3109628	1.93725	86.79072
79.7	82.46562	57.63267	0.3109628	1.94	86.79072
79.75	80.48154	55.94507	0.3109628	1.93875	86.79072
79.8	79.00913	53.69351	0.3109628	1.9345	86.79072
79.85	77.77992	60.40008	0.3109628	1.93375	86.79072
79.9	76.80938	98.53954	0.3109628	1.932125	86.79072
79.95	76.04055	98.65839	0.3109628	1.92425	86.79072
80	74.73857	89.75428	0.3109628	1.915625	86.79072
80.05	73.90113	90.83419	0.3109628	1.91225	86.79072
80.1	88.59356	82.00051	0.3109628	1.9015	86.79072
80.15	106.9514	72.74012	0.3109628	1.889625	86.37703
80.2	104.5861	77.25116	0.3109628	1.878	85.54963
80.25	96.91636	75.0254	0.2913869	1.864625	85.54963
80.3	89.74925	73.16302	0.2522349	1.849	85.54963
80.35	83.43126	70.51637	0.2522349	1.827	85.54963
80.4	83.71067	67.38489	0.2522349	1.811875	85.54963
80.45	87.3127	64.73934	0.2522349	1.790625	85.54963
80.5	87.80513	62.45325	0.2522349	1.771375	85.54963
80.55	85.20909	57.63307	0.2522349	1.7485	85.54963
80.6	82.0041	56.51804	0.2522349	1.7165	85.54963
80.65	79.61883	56.36767	0.2522349	1.692375	85.54963
80.7	78.03708	50.16883	0.2522349	1.6635	85.54963
80.75	76.74641	68.70181	0.2522349	1.630875	85.54963
80.8	75.70384	102.6288	0.2522349	1.599875	85.54963
80.85	74.47463	94.20438	0.2522349	1.56625	85.54963
80.9	73.63832	88.85185	0.2522349	1.532375	85.54963
80.95	88.52569	88.70098	0.2522349	1.496875	85.54963
81	108.0509	79.26331	0.2522349	1.463875	85.10336
81.05	106.2203	71.4182	0.2522349	1.426125	84.21082
81.1	99.34347	76.52962	0.2522349	1.397375	84.21082
81.15	92.7001	74.24614	0.2522349	1.365	84.21082
81.2	86.00959	71.47802	0.2522349	1.335	84.21082
81.25	84.15484	67.26363	0.2522349	1.314875	84.21082
81.3	86.27881	64.20098	0.2561501	1.29075	84.21082
81.35	86.86739	61.36564	0.2639805	1.250875	84.21082
81.4	84.42594	57.99454	0.2639805	1.22475	84.21082
81.45	80.8307	56.4281	0.2639805	1.187625	84.21082
81.5	77.97222	53.30032	0.2639805	1.159875	84.21082
81.55	76.0711	51.3719	0.2639805	1.13125	84.21082
81.6	74.50593	89.03523	0.2639805	1.104375	84.21082
81.65	73.16134	108.7654	0.2639805	1.076875	84.21082
81.7	72.00227	87.82767	0.2639805	1.05725	84.21082
81.75	70.56153	89.06105	0.2639805	1.034625	84.21082
81.8	71.02041	83.2616	0.2639805	1.00775	84.21082
81.85	92.43729	74.60281	0.2639805	0.978375	84.21082
81.9	104.8048	73.46236	0.2639805	0.9575	83.31259
81.95	101.3604	80.67758	0.2639805	0.929875	81.51613
82	93.1767	72.43778	0.2639805	0.90175	81.51613
82.05	86.657	67.74456	0.2639805	0.878625	81.51613
82.1	80.87066	64.13985	0.2639805	0.856625	81.51613
82.15	80.30168	62.69396	0.2639805	0.836375	81.51613
82.2	82.66584	60.04281	0.254584	0.818	81.51613
82.25	82.46072	54.98502	0.235791	0.791875	81.51613
82.3	79.48837	53.72312	0.235791	0.768375	81.51613
82.35	75.85542	73.93879	0.235791	0.743	81.51613
82.4	73.36269	107.9233	0.235791	0.7275	81.51613
82.45	71.72438	96.73248	0.235791	0.7085	81.51613
82.5	70.75798	92.15912	0.235791	0.688125	81.51613
82.55	69.47447	87.82827	0.235791	0.676125	81.51613
82.6	68.05711	77.48927	0.235791	0.651125	81.51613
82.65	73.3774	76.04599	0.235791	0.631625	81.51613
82.7	98.78619	80.61865	0.235791	0.61475	81.03365
82.75	101.1447	74.63602	0.235791	0.5995	80.0687
82.8	94.58501	67.68543	0.235791	0.584	80.0687
82.85	86.6634	66.24265	0.235791	0.574875	80.0687
82.9	80.3375	65.64276	0.235791	0.5595	80.0687
82.95	76.58503	59.86302	0.235791	0.5505	80.0687
83	78.96238	56.78857	0.235791	0.536	80.0687
83.05	81.10934	54.26597	0.235791	0.522	80.0687
83.1	78.83305	96.82302	0.235791	0.503875	80.0687
83.15	75.05304	110.8726	0.235791	0.488625	80.0687
83.2	72.17006	97.15368	0.2365741	0.48025	80.0687
83.25	70.46613	92.82044	0.2381402	0.462875	80.0687
83.3	69.19319	85.90585	0.2381402	0.454	80.0687
83.35	67.87235	78.09145	0.2381402	0.441	80.0687
83.4	69.40057	75.26692	0.2381402	0.432375	80.0687
83.45	93.7913	80.55822	0.2381402	0.4165	80.07451
83.5	102.835	73.46307	0.2381402	0.404375	80.08613
83.55	98.15574	65.94031	0.2381402	0.396	80.08613
83.6	88.76852	61.54842	0.2381402	0.3835	80.08613
83.65	81.80615	58.29488	0.2381402	0.37675	80.08613
83.7	76.84444	55.94597	0.2381402	0.363375	80.08613
83.75	78.25878	53.78074	0.2381402	0.354125	80.08613
83.8	80.42159	50.59323	0.2381402	0.34175	80.08613
83.85	78.44958	84.40594	0.2404893	0.33275	80.08613
83.9	74.48746	110.9298	0.2451875	0.318125	80.08613
83.95	71.30848	93.42091	0.2451875	0.31325	80.08613
84	69.32968	89.09016	0.2451875	0.298	80.08613
84.05	68.1065	83.6839	0.2451875	0.28975	80.08613
84.1	66.76795	73.88056	0.2451875	0.28575	80.08613
84.15	71.43517	71.74845	0.2451875	0.27725	80.08613
84.2	99.13911	76.55803	0.2451875	0.27025	79.53151
84.25	101.6081	69.43005	0.2451875	0.265	78.42227
84.3	94.88364	62.66255	0.2451875	0.257	78.42227
84.35	86.13628	60.46391	0.2451875	0.251625	78.42227
84.4	79.6852	55.70806	0.2451875	0.243	78.42227
84.45	76.01002	51.97629	0.2451875	0.23625	78.42227
84.5	77.56198	51.25295	0.2451875	0.230875	78.42227
84.55	78.64602	46.79584	0.2451875	0.224	78.42227
84.6	76.01906	67.31755	0.2451875	0.21875	78.42227
84.65	72.08711	110.6307	0.2451875	0.2145	78.42227
84.7	69.06687	96.22084	0.2451875	0.209375	78.42227
84.75	67.1748	82.29985	0.2451875	0.203125	78.42227
84.8	66.11225	75.92573	0.2451875	0.198125	78.42227
84.85	64.98862	66.42403	0.2467536	0.2015	78.42227
84.9	68.00281	62.63234	0.2498858	0.188625	78.42227
84.95	96.26631	69.97491	0.2498858	0.186375	77.83195
85	100.8996	67.08434	0.2498858	0.18075	76.65132
85.05	94.63063	57.33123	0.2498858	0.17375	76.65132
85.1	84.97343	54.68117	0.2498858	0.17175	76.65132
85.15	78.08723	51.85393	0.2498858	0.172	76.65132
85.2	74.26386	49.14375	0.2498858	0.174125	76.65132
85.25	75.74758	46.97973	0.2498858	0.15825	76.65132
85.3	77.18945	43.85084	0.2498858	0.151125	76.65132
85.35	75.17219	46.5011	0.2498858	0.150375	76.65132
85.4	71.45139	97.27564	0.2498858	0.151	76.65132
85.45	68.0409	103.6787	0.2498858	0.14425	76.65132
85.5	65.77667	73.87436	0.2498858	0.143125	76.65132
85.55	64.40644	66.54339	0.2498858	0.137875	76.65132
85.6	63.37556	60.94794	0.2498858	0.134875	76.65132
85.65	63.48868	53.71902	0.2498858	0.131375	76.65132
85.7	86.38891	68.43759	0.2506688	0.134125	76.65132
85.75	98.40159	63.65432	0.2522349	0.12675	75.26716
85.8	93.18801	55.82621	0.2522349	0.120375	72.49882
85.85	81.85969	51.61262	0.2522349	0.117375	72.49882
85.9	73.78688	50.04838	0.2522349	0.112875	72.49882
85.95	68.88325	46.918	0.2522349	0.107375	72.49882
86	69.95673	43.79331	0.2522349	0.111625	72.49882
86.05	73.03729	38.73922	0.2522349	0.10875	72.49882
86.1	72.26244	60.63989	0.2522349	0.105875	72.49882
86.15	69.31045	106.2961	0.2522349	0.1015	72.49882
86.2	66.10508	95.04739	0.2522349	0.102375	72.49882
86.25	63.55655	68.10813	0.2522349	0.0985	72.49882
86.3	61.93332	61.33782	0.255367	0.095	72.49882
86.35	60.77801	49.50402	0.2616313	0.092125	72.49882
86.4	59.80068	55.64603	0.2616313	0.090125	72.49882
86.45	67.80637	65.5186	0.2616313	0.0915	72.49882
86.5	92.61941	60.94474	0.2616313	0.091	71.39711
86.55	90.79445	52.90713	0.2616313	0.092125	69.1937
86.6	81.23528	49.83778	0.2616313	0.08425	69.1937
86.65	71.21686	47.15701	0.2616313	0.087375	69.1937
86.7	64.19755	44.33637	0.2616313	0.080625	69.1937
86.75	63.08334	43.01214	0.2616313	0.085375	69.1937
86.8	67.35239	41.62499	0.2616313	0.078125	69.1937
86.85	69.81156	89.51567	0.2616313	0.075375	69.1937
86.9	68.07785	106.5384	0.2616313	0.07375	69.1937
86.95	64.91547	77.66895	0.2616313	0.0705	69.1937
87	62.0668	62.03105	0.2616313	0.066875	69.1937
87.05	60.16077	54.3223	0.2616313	0.065125	69.1937
87.1	58.79167	49.08682	0.2616313	0.06275	69.1937
87.15	57.73252	61.12632	0.2498858	0.063125	69.1937
87.2	68.33274	62.20933	0.2263946	0.058875	69.1937
87.25	89.19421	56.55076	0.2263946	0.06675	68.25893
87.3	86.60006	51.12809	0.2263946	0.06725	66.38941
87.35	77.07822	50.64976	0.2263946	0.064	66.38941
87.4	67.36295	48.00161	0.2263946	0.05825	66.38941
87.45	60.9541	44.15509	0.2263946	0.059875	66.38941
87.5	59.82217	41.8671	0.2263946	0.06125	66.38941
87.55	63.05167	87.95113	0.2263946	0.05375	66.38941
87.6	65.4392	107.3204	0.2263946	0.051125	66.38941
87.65	64.28352	78.36119	0.2263946	0.0555	66.38941
87.7	61.78513	64.07622	0.2263946	0.053375	66.38941
87.75	59.46661	57.33193	0.2263946	0.053	66.38941
87.8	57.65899	50.16753	0.2263946	0.0555	66.38941
87.85	56.36304	62.09178	0.2263946	0.054375	66.38941
87.9	56.96596	65.82075	0.2263946	0.052	66.38941
87.95	78.46919	58.35801	0.2263946	0.051875	66.38941
88	85.58879	54.86326	0.2263946	0.045375	66.11988
88.05	81.11953	52.2131	0.2326589	0.042375	65.58082
88.1	70.80021	52.39469	0.2451875	0.041625	65.58082
88.15	62.14409	45.89711	0.2451875	0.0345	65.58082
88.2	58.20723	49.32704	0.2451875	0.033625	65.58082
88.25	59.32144	99.01996	0.2451875	0.031875	65.58082
88.3	63.00567	100.402	0.2451875	0.0345	65.58082
88.35	64.19453	75.8663	0.2451875	0.0385	65.58082
88.4	62.63728	62.75259	0.2451875	0.036375	65.58082
88.45	60.23505	53.84007	0.2451875	0.02975	65.58082
88.5	58.24494	55.46364	0.2451875	0.027875	65.58082
88.55	56.69297	65.33762	0.2451875	0.030125	65.58082
88.6	57.46518	63.99248	0.2451875	0.028625	65.58082
88.65	78.92467	57.99454	0.2451875	0.024375	65.54581
88.7	84.92517	55.34199	0.2451875	0.022625	65.47578
88.75	80.10674	54.26347	0.2451875	0.02525	65.47578
88.8	69.76858	49.02299	0.2451875	0.023125	65.47578
88.85	61.47745	44.69384	0.2451875	0.01925	65.47578
88.9	57.91011	75.16777	0.2451875	0.01675	65.47578
88.95	59.60084	101.4247	0.2451875	0.028	65.47578
89	63.54788	81.3573	0.2444045	0.023875	65.47578
89.05	64.47243	59.67914	0.2428384	0.02225	65.47578
89.1	62.40916	50.88857	0.2428384	0.02225	65.47578
89.15	59.86138	48.36538	0.2428384	0.0255	65.47578
89.2	57.74269	59.74107	0.2428384	0.021875	65.47578
89.25	56.17791	60.94564	0.2428384	0.020125	65.47578
89.3	61.28591	53.0616	0.2428384	0.023125	65.47578
89.35	84.2985	52.46032	0.2428384	0.018	65.29913
89.4	83.49838	50.37933	0.2428384	0.0175	64.94584
89.45	75.90858	47.22014	0.2428384	0.014375	64.94584
89.5	65.78798	42.46889	0.2428384	0.0145	64.94584
89.55	59.11481	46.80114	0.2428384	0.012125	64.94584
89.6	57.84111	88.49378	0.2428384	0.00125	64.94584
89.65	61.03026	84.5242	0.234225	0.003625	64.94584
89.7	64.05577	60.10244	0.2169981	0.003375	64.94584
89.75	63.64478	45.89671	0.2169981	0.005125	64.94584
89.8	61.35717	41.32325	0.2169981	-0.000375	64.94584
89.85	59.02394	53.83737	0.2169981	-0.000875	64.94584
89.9	57.04552	58.1133	0.2169981	-0.002	64.94584
89.95	56.06064	55.82731	0.2169981	-0.0015	64.94584
90	68.1378	50.82975	0.2169981	-0.00175	64.94584
90.05	80.20365	49.38466	0.2169981	-0.000125	63.97089
90.1	76.26905	47.81762	0.2169981	0.001375	62.02098
90.15	67.71776	44.09326	0.2169981	0.005875	62.02098
90.2	59.54126	44.51326	0.2169981	0.005625	62.02098
90.25	55.82385	86.86961	0.214649	0.008875	62.02098
90.3	56.41281	92.16012	0.2099507	0.002875	62.02098
90.35	59.39798	65.57623	0.2099507	-0.003875	62.02098
90.4	61.02008	49.62948	0.2099507	-0.00425	62.02098
90.45	60.19508	42.88789	0.2099507	0.00025	62.02098
90.5	58.28528	57.63147	0.2099507	-0.000875	62.02098
90.55	56.47427	60.64329	0.2099507	0.004875	62.02098
90.6	54.87593	55.28396	0.2099507	0.0015	62.02098
90.65	56.63792	54.08289	0.2099507	-0.00825	62.02098
90.7	71.5366	52.09685	0.2099507	-0.003375	61.40541
90.75	73.785	49.92712	0.2099507	-0.008625	60.17426
90.8	68.76635	45.47341	0.2099507	-0.007625	60.17426
90.85	60.68601	56.78767	0.2099507	-0.006625	60.17426
90.9	55.55501	98.35575	0.2099507	-0.002875	60.17426
90.95	54.23644	87.53233	0.2099507	-0.000875	60.17426
91	56.05838	64.61918	0.2099507	-0.001125	60.17426
91.05	58.40217	54.38413	0.2099507	-0.002125	60.17426
91.1	59.07899	50.40905	0.2099507	-0.008875	60.17426
91.15	57.9908	60.16257	0.2193472	-0.00475	60.17426
91.2	56.32798	64.49892	0.2381402	-0.011125	60.17426
91.25	54.661	60.52074	0.2381402	-0.008375	60.17426
91.3	55.33782	58.17212	0.2381402	-0.008125	60.17426
91.35	68.66606	56.0021	0.2381402	-0.010625	60.17426
91.4	73.26654	52.03462	0.2381402	-0.01425	60.12733
91.45	68.86251	49.14385	0.2381402	-0.016	60.03347
91.5	61.03328	81.03355	0.2381402	-0.015875	60.03347
91.55	55.42605	98.47571	0.2381402	-0.015625	60.03347
91.6	53.80885	73.88196	0.2381402	-0.016375	60.03347
91.65	55.42907	62.32889	0.2381402	-0.018625	60.03347
91.7	57.92293	55.76829	0.2381402	-0.018375	60.03347
91.75	59.00546	60.70513	0.2389232	-0.016625	60.03347
91.8	57.97195	69.37123	0.2404892	-0.019125	60.03347
91.85	56.21712	67.80419	0.2404892	-0.0215	60.03347
91.9	54.58295	61.51911	0.2404892	-0.017125	60.03347
91.95	59.08917	59.86313	0.2404892	-0.02275	60.03347
92	73.62513	58.05417	0.2404892	-0.02625	60.53445
92.05	72.89816	53.48131	0.2404892	-0.024625	61.5364
92.1	67.04094	69.00636	0.2404892	-0.022875	61.5364
92.15	59.13027	92.21815	0.2404892	-0.0175	61.5364
92.2	54.93852	82.95906	0.2404892	-0.019125	61.5364
92.25	55.15231	64.6752	0.2404892	-0.016125	61.5364
92.3	58.6959	53.36045	0.2404892	-0.013625	61.5364
92.35	61.41826	59.77378	0.2342249	-0.016875	61.5364
92.4	60.90169	66.47996	0.2216963	-0.01175	61.5364
92.45	58.77432	64.31704	0.2216963	-0.014875	61.5364
92.5	56.41244	59.68074	0.2216963	-0.011875	61.5364
92.55	56.72879	60.6441	0.2216963	-0.017375	61.5364
92.6	71.74361	58.17413	0.2216963	-0.0175	61.5364
92.65	76.63895	53.4801	0.2216963	-0.025375	62.00736
92.7	71.80016	56.97125	0.2216963	-0.024375	62.94928
92.75	63.44155	86.68872	0.2216963	-0.023625	62.94928
92.8	57.29965	83.74253	0.2216963	-0.0245	62.94928
92.85	56.7073	64.73863	0.2216963	-0.024125	62.94928
92.9	60.50954	53.60016	0.2216963	-0.02525	62.94928
92.95	63.54184	56.97125	0.2216963	-0.02875	62.94928
93	62.79074	68.40867	0.2216963	-0.0225	62.94928
93.05	60.33422	64.56015	0.2216963	-0.02125	62.94928
93.1	57.79285	60.16287	0.2216963	-0.02175	62.94928
93.15	56.26501	58.71718	0.2216963	-0.0245	62.94928
93.2	63.42307	58.35751	0.2216963	-0.0255	62.94928
93.25	75.26268	53.78134	0.2216963	-0.020875	62.46426
93.3	71.73418	60.15927	0.2216963	-0.019125	61.4942
93.35	64.70393	89.75508	0.2216963	-0.021625	61.4942
93.4	57.58923	86.08784	0.2216963	-0.023	61.4942
93.45	55.56557	66.72157	0.2216963	-0.0175	61.4942
93.5	57.9365	55.3787	0.2216963	-0.02125	61.4942
93.55	61.32211	59.67894	0.2216963	-0.026375	61.4942
93.6	61.88732	68.8894	0.2216963	-0.02725	61.4942
93.65	60.11175	66.3644	0.2216963	-0.027625	61.4942
93.7	57.76871	63.65282	0.2216963	-0.029625	61.4942
93.75	55.70093	62.57161	0.2216963	-0.026875	61.4942
93.8	57.67332	59.98018	0.2216963	-0.021	61.4942
93.85	69.20752	54.20114	0.2216963	-0.018125	61.16447
93.9	70.76024	71.50384	0.2216963	-0.022375	60.50498
93.95	65.12398	95.94791	0.2216963	-0.027	60.50498
94	58.2159	84.40044	0.2216963	-0.0315	60.50498
94.05	55.40268	67.92784	0.2216963	-0.0295	60.50498
94.1	56.71521	58.29508	0.2216963	-0.022	60.50498
94.15	59.424	66.96319	0.2216963	-0.02425	60.50498
94.2	60.38662	73.70268	0.2216963	-0.03275	60.50498
94.25	59.30183	68.8894	0.2216963	-0.037625	60.50498
94.3	57.33171	65.99973	0.2216963	-0.03475	60.50498
94.35	55.54747	64.49832	0.2216963	-0.038625	60.50498
94.4	58.54093	61.36694	0.2216963	-0.037375	60.50498
94.45	70.30362	60.16066	0.234225	-0.037625	60.76868
94.5	70.55625	91.61966	0.2592822	-0.036875	61.29609
94.55	64.82837	95.22547	0.2592822	-0.035625	61.29609
94.6	58.02172	78.33117	0.2592822	-0.038375	61.29609
94.65	55.62891	66.66345	0.2592822	-0.036625	61.29609
94.7	57.35433	64.43809	0.2592822	-0.037375	61.29609
94.75	60.40208	73.22285	0.2592822	-0.038875	61.29609
94.8	61.44352	72.01988	0.2592822	-0.040125	61.29609
94.85	60.26898	69.25067	0.2592822	-0.03775	61.29609
94.9	57.99872	68.64919	0.2592822	-0.037125	61.29609
94.95	56.39736	66.3633	0.2592822	-0.041625	61.29609
95	64.43547	61.84947	0.2592822	-0.042875	61.29609
95.05	74.27027	76.76273	0.2592822	-0.037625	61.83519
95.1	70.82321	101.122	0.2592822	-0.032125	62.91339
95.15	63.68098	86.92553	0.2592822	-0.01375	62.91339
95.2	57.72309	72.19877	0.2655465	0.01175	62.91339
95.25	57.05419	66.30428	0.2780752	0.042	62.91339
95.3	60.49559	71.83929	0.2780752	0.080125	62.91339
95.35	63.22964	74.48475	0.2780752	0.11925	62.91339
95.4	62.68743	71.29864	0.2780752	0.160125	62.91339
95.45	60.55102	69.7321	0.2780752	0.19625	62.91339
95.5	58.11259	69.55161	0.2780752	0.236375	62.91339
95.55	59.3878	64.49922	0.2780752	0.27425	62.91339
95.6	72.4898	72.37795	0.2780752	0.312875	63.32421
95.65	74.58737	97.81139	0.2780752	0.348125	64.14585
95.7	68.96431	89.69355	0.2780752	0.390875	64.14585
95.75	61.23463	79.47471	0.2780752	0.4245	64.14585
95.8	57.95913	70.21323	0.2780752	0.46675	64.14585
95.85	60.35231	72.97883	0.2780752	0.49625	64.14585
95.9	64.18624	79.05341	0.2780752	0.53375	64.14585
95.95	64.63456	75.32635	0.2780752	0.56625	64.14585
96	62.63351	73.28138	0.2780752	0.59925	64.14585
96.05	60.03106	71.98947	0.2780752	0.6325	64.14585
96.1	58.26605	68.34564	0.2780752	0.666	64.14585
96.15	67.2717	66.65954	0.2780752	0.699125	64.14585
96.2	77.19171	91.26029	0.2780752	0.7315	64.82429
96.25	73.05388	94.98456	0.2780752	0.76825	66.18115
96.3	65.72689	82.54086	0.2796413	0.806125	66.18115
96.35	59.74751	73.76321	0.2827734	0.8275	66.18115
96.4	60.3591	72.56114	0.2827734	0.858875	66.18115
96.45	65.32307	77.23235	0.2827734	0.889375	66.18115
96.5	67.44929	77.43004	0.2827734	0.918875	66.18115
96.55	65.55231	73.22195	0.2827734	0.94975	66.18115
96.6	62.93629	73.10199	0.2827734	0.9735	66.18115
96.65	60.62002	71.77987	0.2827734	1.00375	66.18115
96.7	66.49496	68.22658	0.2827734	1.025	66.18115
96.75	79.90125	81.09718	0.2827734	1.050125	67.11624
96.8	76.94549	97.69174	0.2827734	1.07825	68.9864
96.85	70.11208	84.58383	0.2827734	1.103375	68.9864
96.9	63.00717	74.30506	0.2827734	1.130875	68.9864
96.95	62.78848	69.13071	0.2827734	1.15525	68.9864
97	67.95304	74.48425	0.2827734	1.176625	68.9864
97.05	70.33228	74.72606	0.2827734	1.195125	68.9864
97.1	68.9021	74.24583	0.2827734	1.22025	68.9864
97.15	66.12054	74.00402	0.2827734	1.23775	68.9864
97.2	63.82539	71.35787	0.2827734	1.262	68.9864
97.25	65.93616	68.4671	0.2851225	1.27425	68.9864
97.3	79.70782	76.34623	0.2898208	1.29575	69.58773
97.35	79.89823	98.2327	0.2898208	1.312625	70.79038
97.4	74.04253	84.22256	0.2898208	1.33175	70.79038
97.45	66.22121	76.89079	0.2898208	1.353125	70.79038
97.5	64.87097	69.79193	0.2898208	1.363625	70.79038
97.55	69.35607	73.88306	0.2898208	1.382375	70.79038
97.6	71.93741	75.20659	0.2898208	1.403875	70.79038
97.65	70.92841	72.14044	0.2898208	1.42075	70.79038
97.7	68.52164	72.43818	0.2898208	1.4345	70.79038
97.75	66.3562	69.67307	0.2898208	1.45125	70.79038
97.8	66.39919	67.26003	0.2898208	1.465875	70.79038
97.85	77.95149	69.06958	0.2898208	1.4815	70.79038
97.9	81.91775	93.12097	0.2898208	1.4945	71.36331
97.95	76.42327	83.26271	0.2898208	1.503375	72.50915
98	68.47753	73.88426	0.2898208	1.52075	72.50915
98.05	65.88827	66.66485	0.2898208	1.530625	72.50915
98.1	70.13734	69.19024	0.2898208	1.54425	72.50915
98.15	73.47468	73.52299	0.2898208	1.552	72.50915
98.2	72.93021	70.39531	0.2898208	1.5645	72.50915
98.25	70.90955	69.19134	0.2898208	1.57875	72.50915
98.3	68.56727	68.01458	0.2898208	1.5915	72.50915
98.35	67.92175	64.43989	0.2898208	1.606875	72.50915
98.4	79.68859	67.6238	0.2898208	1.618125	72.50915
98.45	84.38183	98.29292	0.2898208	1.62225	72.8134
98.5	78.50576	89.27385	0.2898208	1.633125	73.42191
98.55	70.04647	75.41739	0.2898208	1.64675	73.42191
98.6	66.67784	71.65351	0.2898208	1.657125	73.42191
98.65	70.79681	70.63763	0.274943	1.662	73.42191
98.7	74.37849	74.42552	0.2451875	1.673375	73.42191
98.75	73.66585	73.34181	0.2451875	1.6765	73.42191
98.8	71.51134	70.81641	0.2451875	1.684875	73.42191
98.85	69.31912	70.21403	0.2451875	1.690125	73.42191
98.9	67.99716	67.08624	0.2451875	1.6995	73.42191
98.95	78.58946	72.01608	0.2451875	1.7035	73.42191
99	86.65247	102.9597	0.2451875	1.709	74.08747
99.05	80.38879	92.52259	0.2451875	1.727625	75.4186
99.1	72.30995	82.54086	0.2451875	1.73175	75.4186
99.15	67.54431	80.497	0.2451875	1.743	75.4186
99.2	71.29679	75.14396	0.2451875	1.745125	75.4186
99.25	76.04055	80.19655	0.2451875	1.743625	75.4186
99.3	75.61184	74.66463	0.2451875	1.748125	75.4186
99.35	73.73824	73.70288	0.2451875	1.756	75.4186
99.4	71.48306	73.34201	0.2451875	1.765875	75.4186
99.45	70.04383	70.45574	0.2451875	1.769125	75.4186
99.5	84.12015	65.39845	0.2550538	1.7715	75.4186
99.55	91.60965	83.32103	0.2616313	1.777	77.58297
99.6	84.36297	110.269	0.2616313	1.780125	79.02588
99.65	76.01492	87.04889	0.2616313	1.781375	79.02588
99.7	71.45855	86.14747	0.2616313	1.792125	79.02588
99.75	75.13034	81.97139	0.2616313	1.795875	79.02588
99.8	79.88013	73.88376	0.2616313	1.801	79.02588
99.85	79.27609	77.49057	0.2616313	1.808125	79.02588
99.9	76.55448	75.14636	0.2616313	1.808375	79.02588
99.95	73.89547	72.01968	0.2616313	1.816875	79.02588
100	72.04412	69.37153	0.2616313	1.819	79.02588
100.05	88.27872	66.24014	0.2616313	1.821875	79.02588
100.1	97.89671	63.23622	0.2616313	1.825375	80.80961
100.15	89.39519	61.63767	0.2616313	1.8335	82.59335
100.2	80.60446	66.03074	0.2616313	1.838875	82.59335
100.25	76.25246	110.8709	0.2745515	1.842875	82.59335
100.3	79.7048	93.48264	0.2874717	1.85325	82.59335
100.35	83.45389	89.26925	0.2874717	1.854625	82.59335
100.4	81.90079	85.30337	0.2874717	1.853875	82.59335
100.45	78.89564	75.08513	0.2874717	1.867	82.59335
100.5	76.57635	77.1302	0.2874717	1.874625	82.59335
100.55	74.38188	73.94399	0.2874717	1.873375	82.59335
100.6	76.3833	70.99289	0.2874717	1.88275	82.59335
100.65	105.8111	68.4679	0.2874717	1.8825	83.45367
100.7	97.34847	65.34032	0.2874717	1.878	85.17431
100.75	92.81058	62.33179	0.2874717	1.88475	85.17431
100.8	84.39955	58.89577	0.2874717	1.8875	85.17431
100.85	81.83706	57.6935	0.2874717	1.892125	85.17431
100.9	84.99417	53.0593	0.2874717	1.89625	85.17431
100.95	86.52842	64.12984	0.2757261	1.90125	85.17431
101	83.88373	111.709	0.2522349	1.896125	85.17431
101.05	80.64217	92.82153	0.2522349	1.89925	85.17431
101.1	78.43977	85.54568	0.2522349	1.903375	85.17431
