Interval=	0.05 s
ExcelDateTime=	4.4588648064983885e+004	27/01/2022 15:33:12.814608
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	BraBP	TCD (cm/s)	ETCO2	LBNP Pressure	MAP
Range=	10.000 V	10.000 V	100.0000 mmHg	200.0 mV	100.0000 mmHg
UnitName=	mmHg	cm/s	*	*	*
TopValue=	621.60	160	*	*	*
BottomValue=	-584.98	-160	*	*	*
149.75	90.12404	63.95456	0.273377	-0.03925	76.01751
149.8	95.95976	57.87478	0.273377	-0.03775	75.41737
149.85	89.7813	56.2146	0.273377	-0.041625	75.41737
149.9	80.28736	53.15915	0.273377	-0.04025	75.41737
149.95	73.30538	50.77282	0.273377	-0.037375	75.41737
150	73.19264	46.4997	0.273377	-0.0355	75.41737
150.05	76.82823	53.36165	0.273377	-0.038	75.41737
150.1	76.40856	100.3741	0.273377	-0.04125	75.41737
150.15	73.07952	91.14163	0.273377	-0.035125	75.41737
150.2	69.33421	64.13685	0.273377	-0.0345	75.41737
150.25	66.79623	59.68404	0.273377	-0.02875	75.41737
150.3	65.44561	55.77079	0.274943	-0.029875	75.41737
150.35	64.54633	65.70139	0.2780752	-0.029625	75.41737
150.4	64.2296	66.29807	0.2780752	-0.030875	75.41737
150.45	80.02794	57.03128	0.2780752	-0.029375	75.41737
150.5	94.12085	54.08289	0.2780752	-0.027875	74.61802
150.55	89.44986	52.03702	0.2780752	-0.03725	73.01931
150.6	79.70971	48.84291	0.2780752	-0.032125	73.01931
150.65	71.5366	47.15911	0.2780752	-0.035625	73.01931
150.7	69.22222	43.85224	0.2780752	-0.032375	73.01931
150.75	73.02786	67.79998	0.2780752	-0.03775	73.01931
150.8	74.65185	103.288	0.2780752	-0.040625	73.01931
150.85	72.2285	78.63141	0.2780752	-0.0425	73.01931
150.9	68.67172	59.68194	0.2780752	-0.04525	73.01931
150.95	65.96218	56.07013	0.2780752	-0.042375	73.01931
151	64.3348	56.4281	0.2780752	-0.042625	73.01931
151.05	63.44909	66.05986	0.2780752	-0.040875	73.01931
151.1	62.65387	62.36141	0.2780752	-0.047875	73.01931
151.15	71.92912	55.64533	0.2780752	-0.04725	73.01931
151.2	88.96233	54.20234	0.2780752	-0.039625	72.15614
151.25	85.70115	52.64181	0.2780752	-0.040625	70.42981
151.3	77.01865	50.40925	0.2780752	-0.04425	70.42981
151.35	68.28486	43.91377	0.2780752	-0.0475	70.42981
151.4	65.1368	51.73788	0.2780752	-0.04575	70.42981
151.45	68.4764	98.6596	0.2780752	-0.046125	70.42981
151.5	71.52755	91.38005	0.2780752	-0.046375	70.42981
151.55	70.19201	66.96239	0.2780752	-0.05	70.42981
151.6	67.2996	59.44043	0.2835565	-0.05675	70.42981
151.65	64.64512	53.30282	0.294519	-0.052625	70.42981
151.7	62.92271	63.41331	0.294519	-0.055375	70.42981
151.75	61.81944	68.59036	0.294519	-0.05625	70.42981
151.8	61.81077	58.53699	0.294519	-0.056	70.42981
151.85	77.94809	56.36717	0.294519	-0.055375	70.42981
151.9	86.30105	54.80633	0.294519	-0.0575	69.94211
151.95	81.67304	50.47068	0.294519	-0.058625	68.96671
152	72.13085	48.24002	0.294519	-0.05375	68.96671
152.05	64.76238	47.16591	0.294519	-0.05975	68.96671
152.1	63.60594	95.59254	0.294519	-0.0565	68.96671
152.15	67.60426	96.43114	0.294519	-0.056	68.96671
152.2	69.53782	72.07811	0.293736	-0.050875	68.96671
152.25	68.01111	62.69547	0.2921699	-0.058125	68.96671
152.3	65.05799	56.73204	0.2921699	-0.05325	68.96671
152.35	62.76812	63.53256	0.2921699	-0.057375	68.96671
152.4	61.17166	70.63142	0.2921699	-0.05975	68.96671
152.45	60.17509	59.43982	0.2921699	-0.05425	68.96671
152.5	67.47229	56.66711	0.2921699	-0.061125	68.96671
152.55	85.84029	56.4276	0.2921699	-0.0595	68.92209
152.6	83.74083	52.82069	0.2921699	-0.061125	68.83285
152.65	75.81206	47.99801	0.2921699	-0.064125	68.83285
152.7	67.06771	50.40915	0.2921699	-0.063375	68.83285
152.75	63.06034	92.04307	0.2921699	-0.059875	68.83285
152.8	65.31062	94.56586	0.2921699	-0.0575	68.83285
152.85	69.02313	69.15122	0.2921699	-0.05925	68.83285
152.9	68.59857	60.58477	0.2921699	-0.056125	68.83285
152.95	66.09792	58.77701	0.2921699	-0.05825	68.83285
153	63.43891	66.54209	0.2929529	-0.056625	68.83285
153.05	61.53137	68.70872	0.294519	-0.058625	68.83285
153.1	60.23053	61.78904	0.294519	-0.0615	68.83285
153.15	64.72166	57.81426	0.294519	-0.059125	68.83285
153.2	84.5515	56.72824	0.294519	-0.057	68.76873
153.25	83.75742	54.71809	0.294519	-0.059125	68.6405
153.3	76.60727	48.87222	0.294519	-0.061625	68.6405
153.35	67.65781	60.94214	0.294519	-0.056	68.6405
153.4	62.57959	102.5668	0.294519	-0.058625	68.6405
153.45	64.57687	83.20238	0.294519	-0.057625	68.6405
153.5	68.56915	63.53296	0.294519	-0.059125	68.6405
153.55	68.55558	57.63157	0.294519	-0.0575	68.6405
153.6	66.18426	55.76939	0.294519	-0.058375	68.6405
153.65	63.41855	67.15918	0.294519	-0.05725	68.6405
153.7	61.33757	64.01619	0.294519	-0.06025	68.6405
153.75	60.0205	58.47667	0.2913868	-0.061375	68.6405
153.8	65.73406	56.31084	0.2851225	-0.063	68.6405
153.85	84.13938	54.14362	0.2851225	-0.059125	68.57342
153.9	82.53575	49.56605	0.2851225	-0.063	68.43925
153.95	75.27815	46.79914	0.2851225	-0.05825	68.43925
154	66.62844	68.10263	0.2851225	-0.061375	68.43925
154.05	62.71533	97.33147	0.2851225	-0.06275	68.43925
154.1	65.15075	74.72386	0.2851225	-0.064875	68.43925
154.15	68.6144	59.804	0.2851225	-0.060125	68.43925
154.2	68.12234	54.02416	0.2851225	-0.05875	68.43925
154.25	65.53158	58.84214	0.2851225	-0.06125	68.43925
154.3	62.84014	64.07992	0.2851225	-0.062	68.43925
154.35	61.10379	59.26144	0.2851225	-0.062875	68.43925
154.4	60.07857	54.68437	0.2851225	-0.061625	68.43925
154.45	69.71353	54.92409	0.2851225	-0.063875	68.43925
154.5	83.57417	51.61392	0.2851225	-0.06475	68.137
154.55	80.31149	47.17022	0.2851225	-0.067	67.53248
154.6	72.19306	47.40102	0.2851225	-0.06675	67.53248
154.65	64.25637	85.30667	0.2851225	-0.066375	67.53248
154.7	61.95707	90.47922	0.2851225	-0.06875	67.53248
154.75	65.0644	63.65362	0.2851225	-0.06325	67.53248
154.8	67.66422	53.96253	0.2835564	-0.063875	67.53248
154.85	66.57075	50.59193	0.2804243	-0.067125	67.53248
154.9	64.06143	59.56208	0.2804243	-0.057125	67.53248
154.95	61.6411	63.05064	0.2804243	-0.043	67.53248
155	60.09177	56.36797	0.2804243	-0.025125	67.53248
155.05	59.94698	54.68407	0.2804243	0.000375	67.53248
155.1	73.98597	53.12233	0.2804243	0.0365	67.53248
155.15	81.16176	49.38716	0.2804243	0.076125	67.06636
155.2	76.67778	46.61675	0.2804243	0.106	66.13413
155.25	68.19738	58.29408	0.2804243	0.157625	66.13413
155.3	61.72179	92.94349	0.2819904	0.191	66.13413
155.35	60.95598	78.02843	0.2851225	0.22975	66.13413
155.4	64.25373	58.29488	0.2851225	0.266	66.13413
155.45	66.1081	51.31498	0.2851225	0.305625	66.13413
155.5	64.86984	54.98531	0.2851225	0.341	66.13413
155.55	62.47854	63.05744	0.2851225	0.376375	66.13413
155.6	60.39078	59.86422	0.2851225	0.414625	66.13413
155.65	58.89762	56.72894	0.2851225	0.453625	66.13413
155.7	60.95749	55.64332	0.2851225	0.48675	66.13413
155.75	76.48172	53.96573	0.2851225	0.522625	65.71329
155.8	78.03821	50.35062	0.2851225	0.555875	64.87164
155.85	72.79824	48.66492	0.2851225	0.581625	64.87164
155.9	64.43019	82.18229	0.2851225	0.61075	64.87164
155.95	59.88137	86.87091	0.2851225	0.650625	64.87164
156	60.34515	65.30731	0.2851225	0.686375	64.87164
156.05	63.78618	55.04244	0.2851225	0.715875	64.87164
156.1	64.68546	55.82661	0.2851225	0.752	64.87164
156.15	63.29072	63.174	0.2874716	0.77975	64.87164
156.2	60.94543	62.81502	0.2921699	0.81275	64.87164
156.25	59.09143	62.21194	0.2921699	0.836875	64.87164
156.3	58.12767	58.65555	0.2921699	0.869875	64.87164
156.35	66.32038	56.36947	0.2921699	0.901	64.87164
156.4	77.79991	54.44326	0.2921699	0.9255	64.91173
156.45	75.20726	51.91466	0.2921699	0.951625	64.9919
156.5	67.99565	78.23833	0.2921699	0.97425	64.9919
156.55	60.91752	89.45373	0.2921699	1.005125	64.9919
156.6	59.105	67.44792	0.2921699	1.03375	64.9919
156.65	61.88732	58.66006	0.2921699	1.056	64.9919
156.7	64.95091	57.2724	0.2921699	1.080125	64.9919
156.75	64.81781	64.13765	0.2921699	1.105	64.9919
156.8	62.90386	64.31693	0.2921699	1.126875	64.9919
156.85	60.80931	60.2256	0.2929529	1.15075	64.9919
156.9	59.11858	60.6472	0.294519	1.16475	64.9919
156.95	61.81718	60.55665	0.294519	1.195	64.9919
157	75.18464	58.29678	0.294519	1.216125	65.10615
157.05	75.5666	54.92469	0.294519	1.235375	65.33464
157.1	70.17844	79.47291	0.294519	1.260125	65.33464
157.15	62.632	88.25087	0.294519	1.283875	65.33464
157.2	59.54503	71.71734	0.294519	1.299375	65.33464
157.25	61.34548	61.84876	0.294519	1.315125	65.33464
157.3	64.78123	57.75543	0.294519	1.33525	65.33464
157.35	65.53422	64.6744	0.294519	1.3565	65.33464
157.4	63.99243	69.3127	0.294519	1.366125	65.33464
157.45	62.14409	63.77658	0.294519	1.3865	65.33464
157.5	60.41189	63.35688	0.294519	1.4005	65.33464
157.55	61.50724	61.42767	0.294519	1.412625	65.33464
157.6	73.95731	57.75452	0.294519	1.42975	65.33464
157.65	76.53337	56.66781	0.294519	1.448125	65.65352
157.7	72.07504	87.11193	0.294519	1.457875	66.29129
157.75	64.36308	91.97943	0.294519	1.474875	66.29129
157.8	60.51482	73.28138	0.294519	1.485125	66.29129
157.85	61.73951	63.65742	0.294519	1.4965	66.29129
157.9	65.31288	58.84114	0.294519	1.517875	66.29129
157.95	66.37204	64.37816	0.294519	1.529125	66.29129
158	65.34116	66.63533	0.294519	1.535625	66.29129
158.05	63.70134	64.6805	0.294519	1.555375	66.29129
158.1	62.00345	65.63856	0.294519	1.564	66.29129
158.15	62.7127	64.10904	0.294519	1.569625	66.29129
158.2	75.08697	60.2225	0.294519	1.574375	66.6371
158.25	77.67925	67.08104	0.294519	1.59375	67.32871
158.3	72.90306	97.63331	0.294519	1.60025	67.32871
158.35	65.19072	89.5744	0.294519	1.608	67.32871
158.4	61.30439	74.72466	0.294519	1.618875	67.32871
158.45	62.89255	65.82355	0.294519	1.628625	67.32871
158.5	66.66954	64.67791	0.294519	1.64375	67.32871
158.55	67.48851	67.98257	0.294519	1.65025	67.32871
158.6	66.26609	67.56717	0.2929529	1.661875	67.32871
158.65	64.41398	65.64176	0.2898208	1.668875	67.32871
158.7	62.62559	67.98907	0.2898208	1.67425	67.32871
158.75	65.82832	66.18582	0.2898208	1.68275	67.32871
158.8	79.44162	61.00887	0.2898208	1.686	67.80797
158.85	78.58079	85.66585	0.2898208	1.68875	68.7665
158.9	72.77524	105.3659	0.2898208	1.69225	68.7665
158.95	64.89888	85.18742	0.2898208	1.702125	68.7665
159	61.94953	77.07117	0.2898208	1.713125	68.7665
159.05	64.40078	68.16756	0.2898208	1.72225	68.7665
159.1	67.90101	67.86882	0.2898208	1.729375	68.7665
159.15	68.28787	72.6827	0.2898208	1.734875	68.7665
159.2	66.86259	71.23971	0.2898208	1.742625	68.7665
159.25	65.0644	71.23951	0.2898208	1.74825	68.7665
159.3	63.8548	70.12428	0.2898208	1.755375	68.7665
159.35	74.33135	65.88198	0.2921699	1.760875	68.7665
159.4	83.07419	71.23821	0.2968681	1.75925	69.35688
159.45	78.64188	107.8038	0.2968681	1.775625	70.53763
159.5	70.78437	99.80203	0.2968681	1.781	70.53763
159.55	64.29445	83.92542	0.2968681	1.78575	70.53763
159.6	63.98036	82.42051	0.2968681	1.794625	70.53763
159.65	67.9357	73.40354	0.2968681	1.792625	70.53763
159.7	70.0378	81.20873	0.2968681	1.7935	70.53763
159.75	69.21543	81.45965	0.2968681	1.803375	70.53763
159.8	67.44062	78.87393	0.2968681	1.805625	70.53763
159.85	65.42939	75.98726	0.2968681	1.818375	70.53763
159.9	69.00164	77.01084	0.2968681	1.815875	70.53763
159.95	86.67283	77.25076	0.2968681	1.82175	71.48691
160	84.17595	117.6702	0.2968681	1.8335	73.38547
160.05	77.23394	110.57	0.2968681	1.834	73.38547
160.1	69.19771	98.59237	0.2953021	1.83675	73.38547
160.15	65.68542	94.38727	0.2921699	1.839125	73.38547
160.2	68.90738	88.67027	0.2921699	1.84875	73.38547
160.25	72.61612	93.00272	0.2921699	1.8515	73.38547
160.3	72.50262	92.7593	0.2921699	1.855625	73.38547
160.35	70.58264	88.79282	0.2921699	1.854875	73.38547
160.4	68.28146	89.27455	0.2921699	1.861125	73.38547
160.45	67.44062	84.1057	0.2921699	1.86275	73.38547
160.5	86.19962	80.79854	0.2921699	1.87	74.94414
160.55	90.76089	105.0936	0.2921699	1.878	78.06149
160.6	84.80489	127.2287	0.2921699	1.879375	78.06149
160.65	75.78868	113.517	0.2921699	1.885875	78.06149
160.7	70.24744	114.2371	0.2921699	1.890125	78.06149
160.75	72.29562	106.1778	0.2921699	1.887	78.06149
160.8	77.1476	95.64867	0.2921699	1.89425	78.06149
160.85	77.39683	100.5801	0.2921699	1.896875	78.06149
160.9	75.35695	98.41328	0.2921699	1.90075	78.06149
160.95	72.82765	94.08613	0.2921699	1.903875	78.06149
161	70.90767	91.9191	0.2921699	1.907125	78.06149
161.05	87.22974	86.86722	0.2921699	1.911	78.06149
161.1	99.01959	83.62467	0.2992173	1.909875	80.4487
161.15	93.78263	79.17397	0.313312	1.908875	85.22311
161.2	84.86446	108.9433	0.313312	1.9125	85.22311
161.25	79.48912	129.3916	0.313312	1.910375	85.22311
161.3	79.95932	122.1192	0.313312	1.911	85.22311
161.35	84.16577	126.4441	0.313312	1.915125	85.22311
161.4	83.96216	120.0116	0.313312	1.912875	85.22311
161.45	81.44907	102.8322	0.313312	1.924625	85.22311
161.5	78.84964	104.1927	0.313312	1.92475	85.22311
161.55	76.57598	100.518	0.313312	1.928	85.22311
161.6	86.69809	96.60992	0.313312	1.930875	85.22311
161.65	109.1854	93.00022	0.313312	1.9345	87.13432
161.7	104.4421	88.30939	0.313312	1.931	90.95676
161.75	98.27452	85.18682	0.313312	1.926875	90.95676
161.8	93.76378	81.93968	0.313312	1.935875	90.95676
161.85	88.0917	79.29573	0.314878	1.93525	90.95676
161.9	89.5939	76.59085	0.3180102	1.928375	90.95676
161.95	90.09312	75.08793	0.3180102	1.932875	90.95676
162	87.52913	71.4197	0.3180102	1.93175	90.95676
162.05	84.93799	69.49289	0.3180102	1.9265	90.95676
162.1	83.05873	68.22738	0.3180102	1.92325	90.95676
162.15	81.16138	68.4676	0.3180102	1.92625	90.95676
162.2	79.00762	63.47594	0.3180102	1.927875	90.95676
162.25	92.72461	61.67108	0.3180102	1.9255	90.95676
162.3	115.4638	61.48709	0.3180102	1.92375	89.94957
162.35	115.6629	116.1018	0.3180102	1.927	87.93519
162.4	109.9829	116.2826	0.3180102	1.92975	87.93519
162.45	104.873	111.5931	0.3180102	1.935625	87.93519
162.5	95.67622	113.0992	0.3180102	1.938375	87.93519
162.55	94.2664	105.2751	0.3180102	1.933875	87.93519
162.6	95.21206	90.71584	0.3180102	1.934625	87.93519
162.65	92.93312	95.86067	0.3180102	1.930375	87.93519
162.7	89.8699	92.21725	0.3180102	1.93875	87.93519
162.75	86.69885	89.93086	0.3180102	1.9335	87.93519
162.8	84.22007	85.24445	0.3180102	1.93275	87.93519
162.85	82.98822	82.48144	0.3180102	1.93175	87.93519
162.9	81.57727	79.56596	0.3180102	1.936875	87.93519
162.95	80.23645	73.46296	0.3180102	1.93725	87.93519
163	79.02308	73.22285	0.3180102	1.933125	87.93519
163.05	77.84138	72.74172	0.3180102	1.933125	87.93519
163.1	76.6725	70.87714	0.3070476	1.93525	87.93519
163.15	75.44179	67.50514	0.2851225	1.937625	87.93519
163.2	74.40752	63.89703	0.2851225	1.940375	87.93519
163.25	73.75219	92.01665	0.2851225	1.9385	87.93519
163.3	72.7775	115.3798	0.2851225	1.9345	87.93519
163.35	71.63992	107.8009	0.2851225	1.93825	87.93519
163.4	98.14406	111.7737	0.2851225	1.932875	87.93519
163.45	112.4059	105.877	0.2851225	1.929375	89.25385
163.5	114.5789	92.40143	0.2851225	1.92875	91.89118
163.55	108.5094	93.00192	0.2851225	1.92625	91.89118
163.6	103.1405	93.12058	0.2851225	1.928875	91.89118
163.65	95.26522	88.18914	0.2851225	1.93325	91.89118
163.7	95.31952	86.14938	0.2851225	1.9345	91.89118
163.75	95.81233	80.49779	0.2851225	1.931125	91.89118
163.8	93.47684	75.80748	0.2851225	1.929125	91.89118
163.85	90.01997	72.07931	0.2851225	1.93125	91.89118
163.9	86.6849	72.14074	0.2851225	1.926375	91.89118
163.95	84.61824	67.56527	0.2851225	1.928625	91.89118
164	83.01047	66.84483	0.2851225	1.9275	91.89118
164.05	81.53051	64.6807	0.2851225	1.9285	91.89118
164.1	80.46759	99.44247	0.2851225	1.928125	91.89118
164.15	79.9891	110.509	0.2851225	1.92625	91.89118
164.2	79.02497	108.4639	0.2851225	1.936375	91.89118
164.25	76.91608	113.7602	0.2851225	1.932	91.89118
164.3	84.28832	103.2904	0.2851225	1.930625	91.89118
164.35	115.4035	90.05492	0.2851225	1.93975	92.2098
164.4	112.5556	88.75981	0.2851225	1.9355	92.84705
164.45	110.0312	86.92754	0.2851225	1.934375	92.84705
164.5	106.6116	85.66524	0.2851225	1.935	92.84705
164.55	96.9239	81.09998	0.2851225	1.934	92.84705
164.6	93.92026	73.40344	0.2851225	1.932125	92.84705
164.65	95.64115	73.40314	0.2851225	1.933625	92.84705
164.7	94.25961	70.39591	0.2851225	1.933125	92.84705
164.75	91.00371	64.86119	0.2851225	1.93125	92.84705
164.8	87.32514	65.03888	0.2851225	1.928875	92.84705
164.85	84.59373	63.23652	0.2851225	1.929	92.84705
164.9	82.76651	61.0668	0.2851225	1.931375	92.84705
164.95	81.2809	58.41594	0.2851225	1.931875	92.84705
165	80.336	57.09071	0.2851225	1.924	92.84705
165.05	78.96238	56.12906	0.2851225	1.931	92.84705
165.1	77.08123	52.6398	0.2851225	1.93175	92.84705
165.15	92.54475	74.05825	0.2851225	1.9335	92.84705
165.2	115.9408	108.9451	0.2851225	1.928625	91.72404
165.25	117.3819	95.7096	0.2851225	1.9325	89.478
165.3	113.7667	105.6975	0.2851225	1.9305	89.478
165.35	107.3337	101.1225	0.2851225	1.930625	89.478
165.4	97.4054	88.25437	0.2851225	1.931875	89.478
165.45	94.55673	79.83638	0.2851225	1.924625	89.478
165.5	95.7618	84.22446	0.2851225	1.93025	89.478
165.55	94.12575	82.66322	0.2851225	1.932	89.478
165.6	90.79218	79.71673	0.2851225	1.932	89.478
165.65	87.20486	77.31179	0.2851225	1.9355	89.478
165.7	84.83429	72.08101	0.2851225	1.936125	89.478
165.75	82.8785	69.55221	0.2835564	1.930375	89.478
165.8	81.18061	66.54159	0.2804243	1.93625	89.478
165.85	79.7591	67.38649	0.2804243	1.937625	89.478
165.9	78.45863	64.68201	0.2804243	1.933	89.478
165.95	77.37798	60.70743	0.2804243	1.9395	89.478
166	76.214	58.35621	0.2804243	1.927	89.478
166.05	75.34828	58.1146	0.2804243	1.93	89.478
166.1	74.41091	56.48673	0.2804243	1.927625	89.478
166.15	72.8152	52.06683	0.2804243	1.932	89.478
166.2	77.26185	81.55089	0.2804243	1.9285	89.478
166.25	111.6804	107.3819	0.2804243	1.924875	89.15745
166.3	111.0605	98.53584	0.2804243	1.930375	88.51633
166.35	113.5005	106.1193	0.2804243	1.928625	88.51633
166.4	109.3333	100.2812	0.2804243	1.927125	88.51633
166.45	100.4185	87.81826	0.2804243	1.934125	88.51633
166.5	93.71401	81.69846	0.2804243	1.937	88.51633
166.55	94.30259	85.06486	0.2804243	1.931125	88.51633
166.6	94.1069	83.32403	0.2804243	1.935375	88.51633
166.65	91.58703	81.76069	0.2819904	1.9305	88.51633
166.7	88.06531	75.80907	0.2851225	1.92925	88.51633
166.75	84.82449	73.04196	0.2851225	1.933375	88.51633
166.8	82.56064	67.50394	0.2851225	1.933375	88.51633
166.85	80.85257	64.2578	0.2851225	1.929625	88.51633
166.9	79.09095	62.69396	0.2851225	1.92975	88.51633
166.95	77.5616	61.60785	0.2851225	1.934625	88.51633
167	76.28376	59.56148	0.2851225	1.933	88.51633
167.05	75.2887	59.19831	0.2851225	1.934375	88.51633
167.1	74.4358	53.72352	0.2851225	1.931625	88.51633
167.15	73.49466	75.14096	0.2851225	1.93475	88.51633
167.2	71.87105	107.9828	0.2835564	1.937375	88.51633
167.25	76.35653	99.55762	0.2804243	1.939625	88.51633
167.3	109.3619	100.2175	0.2804243	1.936375	88.65758
167.35	108.4607	96.96969	0.2804243	1.937125	88.94007
167.4	109.877	88.91318	0.2804243	1.935	88.94007
167.45	105.9254	80.73651	0.2804243	1.937125	88.94007
167.5	97.43368	82.1813	0.2804243	1.937	88.94007
167.55	91.09006	79.41378	0.2804243	1.941125	88.94007
167.6	92.53231	77.31149	0.2804243	1.939	88.94007
167.65	93.21365	73.22175	0.2819904	1.934	88.94007
167.7	90.5011	68.16776	0.2851225	1.9335	88.94007
167.75	86.77576	65.63876	0.2851225	1.935	88.94007
167.8	83.66391	63.17639	0.2851225	1.93825	88.94007
167.85	81.69944	59.801	0.2851225	1.941375	88.94007
167.9	80.10335	58.17382	0.2851225	1.936625	88.94007
167.95	78.53668	58.5331	0.2851225	1.937625	88.94007
168	77.16569	56.97125	0.2851225	1.93625	88.94007
168.05	76.50057	54.20244	0.2851225	1.935	88.94007
168.1	75.7276	55.04985	0.2851225	1.938125	88.94007
168.15	73.97579	95.5022	0.2851225	1.9375	88.94007
168.2	76.61218	102.5067	0.2851225	1.93675	88.94007
168.25	107.6165	101.0616	0.2851225	1.936875	88.41355
168.3	107.621	102.0828	0.2851225	1.940875	87.36049
168.35	108.2209	97.51375	0.2851225	1.941625	87.36049
168.4	103.5582	83.32203	0.2851225	1.94275	87.36049
168.45	96.00313	84.28298	0.2851225	1.937875	87.36049
168.5	90.65041	82.48073	0.2851225	1.936	87.36049
168.55	91.90225	82.36037	0.2851225	1.937875	87.36049
168.6	92.2514	76.16714	0.2851225	1.94	87.36049
168.65	89.7466	72.80015	0.2851225	1.938625	87.36049
168.7	86.04163	69.55141	0.2851225	1.935125	87.36049
168.75	83.10134	66.29757	0.2851225	1.930625	87.36049
168.8	81.10444	64.31704	0.2851225	1.930875	87.36049
168.85	79.20068	61.90789	0.2851225	1.931375	87.36049
168.9	77.52428	58.65695	0.2851225	1.928	87.36049
168.95	76.12464	56.97096	0.2827734	1.931125	87.36049
169	75.13071	56.60989	0.2780752	1.932875	87.36049
169.05	74.32871	55.64653	0.2780752	1.931125	87.36049
169.1	73.39248	53.06381	0.2780752	1.931375	87.36049
169.15	72.18966	50.40765	0.2780752	1.931	87.36049
169.2	90.21981	68.09993	0.2780752	1.928	87.36049
169.25	110.6269	108.4694	0.2780752	1.927625	86.90502
169.3	110.5873	99.91889	0.2780752	1.925875	85.99407
169.35	107.7937	99.68508	0.2780752	1.92675	85.99407
169.4	103.2377	98.71752	0.2780752	1.9315	85.99407
169.45	94.80521	90.29814	0.2780752	1.928625	85.99407
169.5	91.36418	77.01234	0.2780752	1.93075	85.99407
169.55	92.18542	84.82755	0.2780752	1.92475	85.99407
169.6	91.34156	81.82142	0.2788582	1.92575	85.99407
169.65	88.10339	78.33567	0.2804243	1.92	85.99407
169.7	84.39917	75.08743	0.2804243	1.91525	85.99407
169.75	82.09007	70.03414	0.2804243	1.91025	85.99407
169.8	80.2176	67.86712	0.2804243	1.9005	85.99407
169.85	78.6332	63.77658	0.2804243	1.885	85.99407
169.9	76.97226	62.57401	0.2804243	1.87875	85.99407
169.95	75.30303	61.4882	0.2804243	1.869125	85.99407
170	74.09117	59.86243	0.2804243	1.848875	85.99407
170.05	73.04559	57.21257	0.2984342	1.825625	85.99407
170.1	72.12594	54.02346	0.3344541	1.802875	85.99407
170.15	71.54753	50.64966	0.3344541	1.777875	85.99407
170.2	70.48348	70.86884	0.3344541	1.746	85.99407
170.25	71.19763	107.9226	0.3344541	1.717875	85.99407
170.3	100.1873	97.04043	0.3344541	1.688625	86.06177
170.35	106.4978	98.35535	0.3344541	1.648375	86.19718
170.4	107.2266	98.11363	0.3344541	1.610875	86.19718
170.45	103.1808	88.129	0.3344541	1.585	86.19718
170.5	97.58526	77.91137	0.3344541	1.5515	86.19718
170.55	90.32313	81.88125	0.3344541	1.50975	86.19718
170.6	89.77828	77.5508	0.3344541	1.485	86.19718
170.65	91.51161	75.74755	0.3344541	1.44225	86.19718
170.7	89.71003	72.14074	0.3344541	1.40625	86.19718
170.75	86.54576	67.2029	0.3219254	1.370125	86.19718
170.8	83.33738	63.95766	0.2968681	1.342125	86.19718
170.85	81.36461	62.15371	0.2968681	1.311125	86.19718
170.9	79.44991	59.14118	0.2968681	1.27825	86.19718
170.95	77.57443	56.96975	0.2968681	1.2375	86.19718
171	76.03	55.46304	0.2968681	1.204375	86.19718
171.05	74.84717	54.38253	0.2968681	1.17725	86.19718
171.1	73.82006	51.07216	0.2968681	1.14525	86.19718
171.15	72.74356	68.16226	0.2968681	1.11225	86.19718
171.2	71.0551	109.9102	0.2968681	1.084625	86.19718
171.25	71.95438	99.32041	0.2968681	1.0555	86.19718
171.3	99.72733	98.83748	0.2968681	1.023625	85.11242
171.35	104.332	96.91237	0.2968681	0.990875	82.94291
171.4	103.4583	90.35517	0.2968681	0.97125	82.94291
171.45	98.7711	78.5945	0.2968681	0.941125	82.94291
171.5	93.30867	87.0477	0.2968681	0.91225	82.94291
171.55	86.69621	83.92472	0.3000003	0.889625	82.94291
171.6	86.45715	76.2889	0.3062646	0.855375	82.94291
171.65	87.55401	72.80125	0.3062646	0.831125	82.94291
171.7	85.7366	71.05702	0.3062646	0.809125	82.94291
171.75	82.06142	65.40175	0.3062646	0.775875	82.94291
171.8	78.72257	62.99491	0.3062646	0.76025	82.94291
171.85	76.43911	60.46561	0.3062646	0.741	82.94291
171.9	74.44786	58.1154	0.3062646	0.715875	82.94291
171.95	72.85065	55.94897	0.3062646	0.691125	82.94291
172	71.36127	54.68267	0.3062646	0.670625	82.94291
172.05	70.32549	64.19297	0.3062646	0.646125	82.94291
172.1	69.49521	113.2766	0.3062646	0.630125	82.94291
172.15	68.39571	103.4126	0.3062646	0.609375	82.94291
172.2	68.60422	102.0297	0.3062646	0.59175	82.94291
172.25	92.90107	101.427	0.3062646	0.56775	82.94291
172.3	103.7215	92.52089	0.3062646	0.5535	82.55269
172.35	102.3185	82.30175	0.3062646	0.542125	81.77224
172.4	97.00911	87.35124	0.3062646	0.526	81.77224
172.45	92.16581	83.38136	0.3062646	0.50525	81.77224
172.5	85.35652	75.20649	0.3062646	0.489625	81.77224
172.55	84.50965	73.64325	0.3062646	0.47875	81.77224
172.6	85.69399	67.204	0.3062646	0.460375	81.77224
172.65	83.12472	65.76372	0.3062646	0.44075	81.77224
172.7	79.32887	61.12812	0.3062646	0.424125	81.77224
172.75	76.00097	59.8024	0.3062646	0.414875	81.77224
172.8	74.01425	57.75313	0.3031324	0.397625	81.77224
172.85	72.57728	55.70546	0.2968681	0.393125	81.77224
