Interval=	0.001 s
ExcelDateTime=	4.4588644429292355e+004	1/27/2022 15:27:58.69086
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	ECG	BraBP	TCD (cm/s)
Range=	100.00 mV	10.000 V	10.000 V
UnitName=	*	mmHg	cm/s
TopValue=	*	621.60	160
BottomValue=	*	-584.98	-160
79.436	1.434375	85.89647	93.23583
79.437	1.4	85.95303	93.24083
79.438	1.3375	86.10385	93.24583
79.439	1.34375	86.21697	93.24583
79.44	1.303125	86.25467	93.23583
79.441	1.425	86.23582	93.23082
79.442	1.4	86.46205	93.23082
79.443	1.4375	86.53747	93.22582
79.444	1.43125	86.65058	93.24083
79.445	1.425	86.57517	93.24083
79.446	1.43125	86.55632	93.22082
79.447	1.428125	86.57517	93.23583
79.448	1.484375	86.66944	93.24083
79.449	1.46875	86.59403	93.23583
79.45	1.428125	86.68829	93.24083
79.451	1.396875	86.80141	93.24083
79.452	1.4	86.726	93.24083
79.453	1.425	86.87682	93.23082
79.454	1.415625	87.00879	93.24083
79.455	1.396875	86.89567	93.23583
79.456	1.390625	86.93338	93.24583
79.457	1.334375	86.91452	91.72011
79.458	1.38125	87.06535	91.73011
79.459	1.45	87.00879	91.74012
79.46	1.425	87.10305	91.73011
79.461	1.415625	87.0842	91.73011
79.462	1.40625	87.29158	91.73011
79.463	1.440625	87.32929	91.73011
79.464	1.45625	87.36699	91.73512
79.465	1.490625	87.36699	91.72511
79.466	1.428125	87.31043	91.73011
79.467	1.390625	87.49896	91.73011
79.468	1.403125	87.51782	91.73011
79.469	1.4625	87.44241	91.73512
79.47	1.459375	87.51782	91.73011
79.471	1.446875	87.44241	91.72011
79.472	1.39375	87.55552	91.73011
79.473	1.375	87.49896	90.23441
79.474	1.3875	87.59323	90.2244
79.475	1.459375	87.48011	90.23441
79.476	1.44375	87.51782	90.2194
79.477	1.434375	87.57438	90.23441
79.478	1.440625	87.57438	90.2194
79.479	1.3875	87.61208	90.2194
79.48	1.478125	87.49896	90.2244
79.481	1.515625	87.59323	90.2194
79.482	1.478125	87.55552	90.2294
79.483	1.4875	87.51782	90.20939
79.484	1.440625	87.48011	90.2294
79.485	1.434375	87.4047	90.2244
79.486	1.396875	87.42355	90.2244
79.487	1.475	87.4047	90.23441
79.488	1.4625	87.42355	90.2294
79.489	1.415625	87.25388	88.7337
79.49	1.38125	87.31043	88.72369
79.491	1.459375	87.29158	88.71369
79.492	1.49375	87.31043	88.71869
79.493	1.496875	87.23502	88.71869
79.494	1.49375	87.17846	88.7337
79.495	1.478125	87.19732	88.71869
79.496	1.48125	87.15961	88.71869
79.497	1.546875	87.17846	88.72869
79.498	1.540625	87.04649	88.72369
79.499	1.553125	87.10305	88.72369
79.5	1.496875	87.04649	88.71869
79.501	1.496875	86.95223	88.72869
79.502	1.471875	86.93338	88.72869
79.503	1.4875	86.7637	88.70868
79.504	1.50625	86.7637	88.71869
79.505	1.459375	86.726	85.70726
79.506	1.459375	86.66944	85.72727
79.507	1.4625	86.68829	85.71727
79.508	1.496875	86.57517	85.71727
79.509	1.53125	86.57517	85.71226
79.51	1.546875	86.53747	85.71226
79.511	1.51875	86.59403	85.72227
79.512	1.553125	86.46205	85.71727
79.513	1.5125	86.49976	85.71727
79.514	1.55	86.48091	85.72227
79.515	1.546875	86.34894	85.72227
79.516	1.5125	86.33008	85.71727
79.517	1.4875	86.19811	85.71727
79.518	1.434375	86.25467	85.71226
79.519	1.478125	86.04729	85.71727
79.52	1.478125	86.06614	85.71727
79.521	1.46875	85.99073	85.71226
79.522	1.409375	85.87762	85.70226
79.523	1.4125	85.74565	85.70726
79.524	1.459375	85.68909	85.72227
79.525	1.484375	85.70794	85.71727
79.526	1.4625	85.53826	85.72227
79.527	1.484375	85.63253	85.72227
79.528	1.48125	85.57597	85.72727
79.529	1.45625	85.55712	85.70726
79.53	1.484375	85.50056	85.71727
79.531	1.4875	85.40629	85.72227
79.532	1.509375	85.38744	85.71727
79.533	1.459375	85.29318	85.72727
79.534	1.428125	85.19891	85.70726
79.535	1.421875	85.1235	85.72727
79.536	1.415625	85.08579	85.71226
79.537	1.434375	85.02924	85.71727
79.538	1.409375	84.82185	85.71727
79.539	1.375	84.84071	85.71727
79.54	1.378125	84.74644	85.72227
79.541	1.415625	84.67103	85.71727
79.542	1.446875	84.67103	85.71727
79.543	1.478125	84.68988	85.71226
79.544	1.44375	84.63332	85.71727
79.545	1.43125	84.50135	85.71727
79.546	1.440625	84.42594	85.71727
79.547	1.478125	84.25627	85.71727
79.548	1.503125	84.18086	85.71226
79.549	1.478125	84.10544	85.72227
79.55	1.43125	84.1243	85.72227
79.551	1.409375	84.14315	85.71727
79.552	1.421875	83.93577	85.71727
79.553	1.428125	83.97347	85.71727
79.554	1.425	83.87921	85.70726
79.555	1.384375	83.8415	85.70726
79.556	1.375	83.70953	85.71727
79.557	1.353125	83.69068	85.70726
79.558	1.38125	83.63412	85.71727
79.559	1.403125	83.53986	85.71226
79.56	1.48125	83.4833	85.71727
79.561	1.425	83.44559	85.72227
79.562	1.4125	83.40789	85.72227
79.563	1.4125	83.21936	85.72227
79.564	1.41875	83.33248	85.72227
79.565	1.440625	83.21936	85.72727
79.566	1.403125	83.08739	85.71727
79.567	1.346875	83.06853	85.70726
79.568	1.35	82.95542	85.71727
79.569	1.365625	83.01198	84.21656
79.57	1.41875	82.8423	84.20655
79.571	1.434375	82.86115	84.22656
79.572	1.375	82.71033	84.21656
79.573	1.340625	82.71033	84.22656
79.574	1.35625	82.61607	84.22156
79.575	1.3625	82.57836	84.22656
79.576	1.4125	82.59721	84.21656
79.577	1.421875	82.46524	84.23156
79.578	1.428125	82.46524	84.21656
79.579	1.421875	82.40868	84.20155
79.58	1.409375	82.31442	84.21656
79.581	1.4625	82.2013	84.21155
79.582	1.40625	82.10704	84.22156
79.583	1.496875	82.23901	84.21656
79.584	1.409375	82.12589	84.21656
79.585	1.378125	82.05048	82.70584
79.586	1.384375	81.93736	82.71585
79.587	1.390625	82.03163	82.72085
79.588	1.409375	81.97507	82.71585
79.589	1.3875	81.95621	82.72085
79.59	1.3375	81.8808	82.72085
79.591	1.353125	81.69227	82.71084
79.592	1.43125	81.65457	82.71084
79.593	1.415625	81.5603	82.71585
79.594	1.40625	81.5603	82.72585
79.595	1.4125	81.27751	82.71585
79.596	1.4	81.27751	82.71585
79.597	1.446875	81.31522	82.71084
79.598	1.459375	81.22095	82.69584
79.599	1.434375	81.10783	82.71585
79.6	1.4375	81.01357	82.71084
79.601	1.390625	81.14554	82.71084
79.602	1.4	81.14554	82.72085
79.603	1.409375	81.03242	82.71585
79.604	1.421875	81.03242	82.71585
79.605	1.384375	80.91931	82.70584
79.606	1.334375	80.99472	82.71585
79.607	1.353125	80.90045	82.71585
79.608	1.378125	80.97586	82.71585
79.609	1.421875	80.90045	82.72585
79.61	1.434375	80.80619	82.70584
79.611	1.409375	80.82504	82.71585
79.612	1.440625	80.73078	82.72085
79.613	1.453125	80.69307	82.70084
79.614	1.471875	80.50454	82.71585
79.615	1.49375	80.50454	82.71585
79.616	1.465625	80.39142	82.72085
79.617	1.434375	80.37257	81.19513
79.618	1.453125	80.22175	81.21514
79.619	1.421875	80.12748	81.21514
79.62	1.459375	80.07093	81.20513
79.621	1.496875	80.01437	81.21013
79.622	1.459375	80.01437	81.20513
79.623	1.446875	79.82584	81.20013
79.624	1.421875	79.80699	81.22014
79.625	1.465625	79.76928	81.20513
79.626	1.490625	79.63731	81.20513
79.627	1.45	79.67502	81.21013
79.628	1.471875	79.52419	81.22514
79.629	1.45	79.5996	81.21514
79.63	1.5125	79.50534	81.20513
79.631	1.56875	79.41107	81.20013
79.632	1.61875	79.29796	81.20513
79.633	1.615625	79.2791	81.22014
79.634	1.690625	79.29796	81.21514
79.635	1.728125	79.22255	81.20013
79.636	1.825	79.2414	81.20013
79.637	1.890625	79.10943	81.20513
79.638	1.95	79.12828	81.21013
79.639	1.996875	79.10943	81.20513
79.64	2.078125	78.99631	81.21514
79.641	2.178125	78.97746	81.22014
79.642	2.28125	78.82664	81.21013
79.643	2.35625	78.73237	81.21514
79.644	2.415625	78.65696	81.21514
79.645	2.475	78.75122	81.21514
79.646	2.540625	78.6004	81.21514
79.647	2.634375	78.61925	81.21514
79.648	2.709375	78.71352	81.21013
79.649	2.703125	78.61925	81.22514
79.65	2.60625	78.61925	81.21514
79.651	2.515625	78.54384	81.20513
79.652	2.496875	78.61925	81.21514
79.653	2.303125	78.56269	81.21514
79.654	2.190625	78.6004	81.21514
79.655	2.146875	78.54384	81.20513
79.656	2.071875	78.50614	81.21514
79.657	2.009375	78.50614	81.21514
79.658	1.96875	78.46843	81.21013
79.659	1.85	78.6004	81.20513
79.66	1.75625	78.39302	81.22014
79.661	1.659375	78.31761	81.20513
79.662	1.5625	78.2799	81.21514
79.663	1.528125	78.18564	81.21514
79.664	1.490625	78.20449	81.15511
79.665	1.484375	78.12908	78.21371
79.666	1.43125	78.14793	78.21872
79.667	1.353125	78.12908	78.21371
79.668	1.3625	78.16678	78.1937
79.669	1.31875	78.09137	78.19871
79.67	1.265625	78.05367	78.20371
79.671	1.2875	77.97826	78.1937
79.672	1.265625	77.88399	78.20371
79.673	1.215625	77.9594	78.20371
79.674	1.23125	77.78973	78.21371
79.675	1.265625	77.86514	78.20371
79.676	1.321875	77.90284	78.21371
79.677	1.3625	77.82743	78.20371
79.678	1.33125	77.84628	78.20871
79.679	1.3625	77.75202	78.21371
79.68	1.425	77.88399	78.21371
79.681	1.459375	77.75202	76.698
79.682	1.4875	77.84628	76.69299
79.683	1.465625	77.71431	76.698
79.684	1.440625	77.71431	76.708
79.685	1.409375	77.75202	76.698
79.686	1.4125	77.67661	76.698
79.687	1.425	77.67661	76.708
79.688	1.421875	77.6012	76.703
79.689	1.390625	77.58234	76.69299
79.69	1.36875	77.54464	76.708
79.691	1.39375	77.45037	76.708
79.692	1.421875	77.46923	76.703
79.693	1.459375	77.41267	76.698
79.694	1.446875	77.41267	76.703
79.695	1.440625	77.37496	76.698
79.696	1.440625	77.45037	76.703
79.697	1.46875	77.29955	76.698
79.698	1.475	77.41267	76.68799
79.699	1.471875	77.37496	76.69299
79.7	1.41875	77.26185	76.708
79.701	1.428125	77.33726	76.703
79.702	1.409375	77.29955	76.708
79.703	1.440625	77.35611	76.698
79.704	1.45	77.26185	76.713
79.705	1.4125	77.26185	75.20229
79.706	1.384375	77.18643	75.20229
79.707	1.359375	77.12988	75.20729
79.708	1.415625	77.11102	75.19228
79.709	1.453125	77.03561	75.20229
79.71	1.45625	77.09217	75.19729
79.711	1.421875	76.94135	75.19228
79.712	1.421875	77.03561	75.20229
79.713	1.446875	77.03561	75.19729
79.714	1.471875	76.92249	75.20229
79.715	1.478125	76.92249	75.20729
79.716	1.475	76.71511	75.19228
79.717	1.39375	76.84708	75.20229
79.718	1.428125	76.73396	75.21229
79.719	1.415625	76.67741	75.19729
79.72	1.390625	76.58314	75.20229
79.721	1.4	76.54544	75.19729
79.722	1.40625	76.54544	75.19729
79.723	1.378125	76.52658	75.19729
79.724	1.36875	76.56429	75.18728
79.725	1.425	76.43232	75.20229
79.726	1.453125	76.43232	75.20229
79.727	1.465625	76.39461	75.20229
79.728	1.453125	76.39461	75.20229
79.729	1.415625	76.3192	75.20729
79.73	1.4875	76.16838	75.21229
79.731	1.46875	76.24379	75.19729
79.732	1.4625	76.16838	75.20229
79.733	1.415625	76.13067	75.19228
79.734	1.40625	76.05526	75.19729
79.735	1.403125	76.01755	75.19228
79.736	1.44375	76.05526	75.20729
79.737	1.39375	76.01755	75.20229
79.738	1.415625	76.09297	75.20229
79.739	1.346875	75.9987	75.20229
79.74	1.35625	75.97985	75.20729
79.741	1.378125	75.94214	75.21229
79.742	1.440625	75.9987	75.20229
79.743	1.428125	75.90444	75.20229
79.744	1.465625	75.86673	75.19228
79.745	1.409375	75.88558	75.19729
79.746	1.490625	75.86673	75.19228
79.747	1.5	75.92329	75.19729
79.748	1.5125	75.82903	75.19729
79.749	1.515625	75.97985	75.19228
79.75	1.446875	75.84788	75.20229
79.751	1.440625	75.69706	75.20729
79.752	1.434375	75.73476	75.19228
79.753	1.428125	75.58394	75.19729
79.754	1.446875	75.56509	75.21229
79.755	1.41875	75.48967	75.20729
79.756	1.40625	75.54623	75.20729
79.757	1.428125	75.50853	75.20729
79.758	1.446875	75.45197	75.19729
79.759	1.48125	75.48967	75.20229
79.76	1.5	75.41426	75.19729
79.761	1.478125	75.43312	75.20229
79.762	1.446875	75.24459	75.19228
79.763	1.475	75.37656	75.20229
79.764	1.496875	75.33885	75.20229
79.765	1.4875	75.32	75.20229
79.766	1.509375	75.20688	75.20229
79.767	1.459375	75.20688	75.20229
79.768	1.415625	75.16917	75.20229
79.769	1.425	75.09376	72.18086
79.77	1.43125	75.11262	72.19586
79.771	1.4375	75.11262	72.19086
79.772	1.415625	75.18803	72.19586
79.773	1.41875	75.15032	72.19586
79.774	1.390625	75.09376	72.19086
79.775	1.434375	75.15032	72.19086
79.776	1.453125	75.0372	72.20087
79.777	1.471875	75.11262	72.19586
79.778	1.465625	74.92409	72.19086
79.779	1.43125	75.07491	72.19086
79.78	1.465625	74.98065	72.19586
79.781	1.475	74.96179	72.20087
79.782	1.525	74.98065	72.19586
79.783	1.478125	74.96179	72.19086
79.784	1.446875	74.94294	72.19586
79.785	1.44375	74.88638	75.20229
79.786	1.45625	74.96179	75.20229
79.787	1.459375	74.9995	75.20229
79.788	1.465625	74.94294	75.20729
79.789	1.428125	75.01835	75.19729
79.79	1.390625	74.92409	75.19228
79.791	1.434375	74.94294	75.20229
79.792	1.48125	74.75441	75.20729
79.793	1.478125	74.84868	75.20229
79.794	1.484375	74.75441	75.20229
79.795	1.46875	74.82982	75.20729
79.796	1.475	74.88638	75.19729
79.797	1.509375	74.79212	75.20229
79.798	1.54375	74.84868	75.21229
79.799	1.528125	74.77326	75.19228
79.8	1.4875	74.92409	75.19228
79.801	1.41875	74.92409	76.713
79.802	1.503125	74.81097	76.703
79.803	1.44375	74.86753	76.698
79.804	1.534375	74.82982	76.703
79.805	1.509375	74.77326	76.703
79.806	1.434375	74.69785	76.708
79.807	1.459375	74.679	76.69299
79.808	1.478125	74.54703	76.708
79.809	1.4875	74.60359	76.703
79.81	1.50625	74.52818	76.703
79.811	1.509375	74.47162	76.698
79.812	1.5	74.49047	76.69299
79.813	1.4875	74.3585	76.69299
79.814	1.55625	74.58474	76.703
79.815	1.559375	74.43391	76.703
79.816	1.528125	74.54703	76.698
79.817	1.471875	74.49047	84.22156
79.818	1.409375	74.54703	84.22156
79.819	1.45625	74.58474	84.21656
79.82	1.459375	74.47162	84.22656
79.821	1.5375	74.41506	84.21656
79.822	1.428125	74.32079	84.21155
79.823	1.415625	74.30194	84.20655
79.824	1.471875	74.32079	84.21656
79.825	1.48125	74.24538	84.20655
79.826	1.509375	74.22653	84.21656
79.827	1.509375	74.15112	84.21656
79.828	1.4625	74.28309	84.22156
79.829	1.46875	74.24538	84.21656
79.83	1.5	74.24538	84.22156
79.831	1.496875	74.07571	84.21656
79.832	1.534375	74.15112	84.21656
79.833	1.540625	74.15112	97.73796
79.834	1.521875	74.15112	97.75297
79.835	1.478125	74.07571	97.74796
79.836	1.515625	74.01915	97.73296
79.837	1.509375	74.09456	97.74796
79.838	1.50625	74.01915	97.73296
79.839	1.446875	74.05685	97.75797
79.84	1.425	74.01915	97.74796
79.841	1.440625	73.94374	97.74796
79.842	1.490625	74.0003	97.75797
79.843	1.515625	73.96259	97.75297
79.844	1.528125	74.01915	97.75297
79.845	1.509375	73.81177	97.73796
79.846	1.478125	73.83062	97.73796
79.847	1.540625	73.90603	97.74296
79.848	1.56875	73.79291	97.74296
79.849	1.5875	73.75521	111.2794
79.85	1.55	73.66094	111.2744
79.851	1.4875	73.7175	111.2744
79.852	1.471875	73.58553	111.2994
79.853	1.4875	73.64209	111.2894
79.854	1.490625	73.64209	111.2894
79.855	1.475	73.56668	111.2894
79.856	1.425	73.60439	111.2894
79.857	1.428125	73.60439	111.2994
79.858	1.465625	73.66094	111.2794
79.859	1.51875	73.56668	111.2794
79.86	1.50625	73.52897	111.2844
79.861	1.5375	73.43471	111.2794
79.862	1.515625	73.37815	111.2844
79.863	1.515625	73.34044	111.2744
79.864	1.540625	73.22733	111.2894
79.865	1.528125	73.34044	123.3101
79.866	1.54375	73.32159	123.3101
79.867	1.578125	73.3593	123.3101
79.868	1.475	73.26503	123.3151
79.869	1.46875	73.34044	123.3251
79.87	1.521875	73.32159	123.3101
79.871	1.50625	73.30274	123.3201
79.872	1.46875	73.3593	123.3101
79.873	1.49375	73.30274	123.3151
79.874	1.46875	73.34044	123.3151
79.875	1.528125	73.24618	123.3151
79.876	1.55625	73.20847	123.3101
79.877	1.565625	73.15192	123.3251
79.878	1.553125	72.98224	123.3201
79.879	1.534375	73.0388	123.3151
79.88	1.5625	72.98224	123.2951
79.881	1.596875	73.0765	121.8194
79.882	1.621875	73.00109	121.8094
79.883	1.56875	72.98224	121.8044
79.884	1.534375	73.0388	121.8094
79.885	1.53125	73.00109	121.8194
79.886	1.5375	73.01995	121.8194
79.887	1.54375	72.96339	121.8094
79.888	1.534375	73.0388	121.8094
79.889	1.5	73.01995	121.8044
79.89	1.465625	72.96339	121.8244
79.891	1.503125	73.00109	121.8144
79.892	1.534375	73.01995	121.8194
79.893	1.55625	73.00109	121.8094
79.894	1.546875	72.98224	121.8294
79.895	1.534375	73.01995	121.8144
79.896	1.521875	72.88798	121.8044
79.897	1.55625	72.96339	117.3022
79.898	1.565625	72.81256	117.2972
79.899	1.6125	72.83142	117.2872
79.9	1.609375	72.90683	117.2972
79.901	1.540625	72.83142	117.2922
79.902	1.51875	72.92568	117.2972
79.903	1.503125	72.85027	117.2972
79.904	1.503125	72.85027	117.3072
79.905	1.515625	72.79371	117.3022
79.906	1.509375	72.79371	117.3022
79.907	1.4875	72.81256	117.3122
79.908	1.5625	72.66174	117.2922
79.909	1.55	72.73715	117.2872
79.91	1.609375	72.62403	117.2972
79.911	1.603125	72.7183	117.2922
79.912	1.584375	72.68059	117.2922
79.913	1.584375	72.56748	115.7915
79.914	1.628125	72.51092	115.7915
79.915	1.64375	72.51092	115.8015
79.916	1.640625	72.49206	115.7915
79.917	1.590625	72.32239	115.7965
79.918	1.5375	72.34124	115.8015
79.919	1.55	72.30354	115.7965
79.92	1.559375	72.26583	115.7865
79.921	1.5625	72.20927	115.7815
79.922	1.53125	72.13386	115.7965
79.923	1.534375	72.13386	115.7915
79.924	1.503125	72.0396	115.7865
79.925	1.55625	72.09615	115.7865
79.926	1.6125	71.94533	115.7915
79.927	1.615625	71.85107	115.7865
79.928	1.6	71.88877	115.7915
79.929	1.584375	71.79451	115.7915
79.93	1.61875	71.85107	115.7965
79.931	1.61875	71.70024	115.8015
79.932	1.63125	71.79451	115.7965
79.933	1.603125	71.60598	115.8015
79.934	1.56875	71.68139	115.7865
79.935	1.559375	71.68139	115.8015
79.936	1.571875	71.64368	115.7965
79.937	1.64375	71.56827	115.7915
79.938	1.646875	71.58713	115.7865
79.939	1.634375	71.64368	115.7915
79.94	1.565625	71.56827	115.7765
79.941	1.571875	71.54942	115.7965
79.942	1.615625	71.41745	115.7965
79.943	1.621875	71.45516	115.7965
79.944	1.628125	71.45516	115.7965
79.945	1.6	71.32319	115.8015
79.946	1.653125	71.37974	115.7965
79.947	1.6625	71.21007	115.7915
79.948	1.68125	71.36089	115.7915
79.949	1.6875	71.30433	115.7865
79.95	1.646875	71.21007	115.7915
79.951	1.625	71.17236	115.7915
79.952	1.603125	71.21007	115.7815
79.953	1.621875	71.0781	115.8015
79.954	1.603125	71.09695	115.8015
79.955	1.59375	71.13466	115.7915
79.956	1.525	71.00269	115.7965
79.957	1.590625	71.04039	115.8015
79.958	1.571875	71.0781	115.8015
79.959	1.59375	71.0781	115.7865
79.96	1.634375	70.96498	115.7815
79.961	1.59375	70.88957	117.2922
79.962	1.61875	70.96498	117.2872
79.963	1.6	70.94613	117.2922
79.964	1.61875	70.94613	117.2922
79.965	1.6375	70.85186	117.2772
79.966	1.640625	70.85186	117.2972
79.967	1.5875	70.92728	117.3022
79.968	1.53125	70.87072	117.2922
79.969	1.55	71.00269	117.3022
79.97	1.534375	70.88957	117.2972
79.971	1.575	70.98383	117.3022
79.972	1.534375	70.90842	117.2922
79.973	1.509375	70.94613	117.2872
79.974	1.484375	71.02154	117.3022
79.975	1.559375	70.77645	117.2922
79.976	1.578125	70.90842	117.3022
79.977	1.634375	70.92728	117.2872
79.978	1.575	70.94613	117.3022
79.979	1.559375	70.83301	117.3022
79.98	1.578125	70.94613	117.2972
79.981	1.53125	70.98383	117.2922
79.982	1.59375	70.98383	117.3022
79.983	1.540625	71.09695	117.2922
79.984	1.496875	71.02154	117.2922
79.985	1.440625	71.15351	117.2972
79.986	1.478125	71.15351	117.2972
79.987	1.51875	71.19122	117.2972
79.988	1.515625	71.15351	117.2872
79.989	1.45625	71.19122	117.2922
79.99	1.40625	71.28548	117.2922
79.991	1.45	71.30433	117.2972
79.992	1.496875	71.45516	117.2972
79.993	1.478125	71.4363	117.3022
79.994	1.4875	71.60598	117.3022
79.995	1.446875	71.68139	117.3122
79.996	1.434375	71.68139	117.3022
79.997	1.478125	71.90763	117.2822
79.998	1.509375	71.90763	117.3022
79.999	1.5125	72.13386	117.2922
80	1.471875	72.26583	117.2922
80.001	1.459375	72.49206	117.3022
80.002	1.43125	72.64289	117.2972
80.003	1.428125	72.81256	117.2872
80.004	1.415625	73.01995	117.3022
80.005	1.4125	73.37815	117.2922
80.006	1.378125	73.7175	117.2972
80.007	1.353125	74.038	117.3022
80.008	1.38125	74.37735	117.3072
80.009	1.45	74.69785	117.3022
80.01	1.446875	75.13147	117.2872
80.011	1.440625	75.43312	117.2972
80.012	1.43125	75.71591	117.2972
80.013	1.45	76.16838	117.2922
80.014	1.45	76.43232	117.2972
80.015	1.509375	77.03561	117.2872
80.016	1.44375	77.41267	117.2972
80.017	1.409375	77.9594	117.2922
80.018	1.375	78.46843	117.2972
80.019	1.328125	78.88319	117.2972
80.02	1.353125	79.54304	117.3022
80.021	1.409375	80.05207	117.3122
80.022	1.38125	80.69307	117.2922
80.023	1.378125	81.22095	117.2922
80.024	1.325	81.74883	117.3022
80.025	1.425	82.4841	117.2822
80.026	1.425	83.12509	112.7851
80.027	1.453125	83.82265	112.7901
80.028	1.45625	84.40709	112.7801
80.029	1.415625	85.18006	112.7851
80.03	1.396875	85.72679	112.7901
80.031	1.390625	86.55632	112.7851
80.032	1.50625	87.34814	112.7901
80.033	1.453125	87.97029	112.8001
80.034	1.390625	88.74325	112.8001
80.035	1.31875	89.28999	112.7801
80.036	1.328125	90.0441	112.7901
80.037	1.459375	90.72281	112.7901
80.038	1.39375	91.43922	112.7851
80.039	1.378125	92.11792	112.7801
80.04	1.353125	92.79663	112.7901
80.041	1.384375	93.64501	111.2894
80.042	1.396875	94.30486	111.2794
80.043	1.41875	95.11553	111.2894
80.044	1.409375	95.69997	111.2894
80.045	1.38125	96.54835	111.2894
80.046	1.39375	97.13279	111.2844
80.047	1.41875	97.73608	111.2894
80.048	1.440625	98.45249	111.2794
80.049	1.465625	98.94267	111.2794
80.05	1.41875	99.65908	111.2894
80.051	1.359375	100.187	111.2894
80.052	1.371875	100.7714	111.2844
80.053	1.403125	101.2993	111.2894
80.054	1.409375	101.846	111.2794
80.055	1.396875	102.3739	111.2894
80.056	1.359375	102.7887	111.2844
80.057	1.34375	103.2411	108.2779
80.058	1.396875	103.6559	108.283
80.059	1.39375	104.1272	108.283
80.06	1.425	104.4477	108.2679
80.061	1.43125	104.6739	108.2729
80.062	1.428125	104.9756	108.288
80.063	1.440625	105.1264	108.283
80.064	1.478125	105.4658	108.2679
80.065	1.4625	105.56	108.2729
80.066	1.453125	105.7297	108.2729
80.067	1.440625	105.6543	108.283
80.068	1.353125	105.9559	108.2729
80.069	1.384375	106.0314	108.2779
80.07	1.378125	106.0125	108.288
80.071	1.390625	105.9748	108.283
80.072	1.365625	105.9182	108.283
80.073	1.328125	105.9371	105.2565
80.074	1.321875	105.9182	105.2715
80.075	1.39375	105.7297	105.2665
80.076	1.403125	105.5412	105.2665
80.077	1.440625	105.2395	105.2715
80.078	1.421875	105.2772	105.2665
80.079	1.41875	104.9567	105.2565
80.08	1.440625	104.7682	105.2715
80.081	1.45	104.3534	105.2765
80.082	1.4875	104.278	105.2765
80.083	1.44375	103.9575	105.2665
80.084	1.390625	103.7124	105.2815
80.085	1.38125	103.5051	105.2615
80.086	1.3375	103.2411	105.2665
80.087	1.3875	103.0526	105.2865
80.088	1.425	102.7698	105.2665
80.089	1.390625	102.5624	99.24367
80.09	1.35	102.4116	99.24367
80.091	1.359375	102.2231	99.24367
80.092	1.403125	102.1477	99.24867
80.093	1.453125	101.9403	99.24367
80.094	1.4375	101.8649	99.25368
80.095	1.4125	101.7329	99.25368
80.096	1.371875	101.7329	99.26368
80.097	1.409375	101.6575	99.24367
80.098	1.434375	101.5821	99.24367
80.099	1.44375	101.5067	99.24367
80.1	1.4125	101.4501	99.23867
80.101	1.396875	101.6386	99.23867
80.102	1.371875	101.6009	99.23867
80.103	1.396875	101.714	99.25368
80.104	1.425	101.5255	99.23367
80.105	1.421875	101.7517	94.73154
80.106	1.390625	101.846	94.75154
80.107	1.365625	101.978	94.73654
80.108	1.359375	102.0534	94.74154
80.109	1.440625	102.0722	94.74654
80.11	1.45	102.2042	94.74154
80.111	1.459375	102.3362	94.73154
80.112	1.440625	102.4116	94.74154
80.113	1.403125	102.487	94.73154
80.114	1.45	102.4493	94.73654
80.115	1.45625	102.6944	94.73154
80.116	1.465625	102.6755	94.73654
80.117	1.4375	102.8452	94.72653
80.118	1.4	102.751	94.74154
80.119	1.40625	102.9583	94.73654
80.12	1.378125	102.8641	94.74154
80.121	1.371875	102.9583	94.74154
80.122	1.340625	102.9395	94.74154
80.123	1.30625	102.8829	94.75154
80.124	1.34375	102.8075	94.74154
80.125	1.365625	102.7887	94.73654
80.126	1.421875	102.7321	94.74154
80.127	1.465625	102.6001	94.73654
80.128	1.440625	102.5247	94.74154
80.129	1.415625	102.4682	94.73154
80.13	1.409375	102.2608	94.74654
80.131	1.453125	102.2985	94.74654
80.132	1.48125	101.978	94.74154
80.133	1.484375	101.9591	94.73154
80.134	1.40625	101.8083	94.75154
80.135	1.36875	101.6575	94.74154
80.136	1.39375	101.469	94.73654
80.137	1.378125	101.1673	99.24367
80.138	1.353125	100.9976	99.24867
80.139	1.359375	100.7902	99.24367
80.14	1.4125	100.6017	99.24367
80.141	1.378125	100.3755	99.24367
80.142	1.390625	100.2812	99.24867
80.143	1.44375	99.99843	99.24867
80.144	1.440625	99.8099	99.25368
80.145	1.3875	99.73449	99.24867
80.146	1.378125	99.43284	99.24367
80.147	1.4125	99.31972	99.26868
80.148	1.425	99.07464	99.25368
80.149	1.465625	98.8484	99.23367
80.15	1.440625	98.8107	99.24867
80.151	1.415625	98.50905	99.24367
80.152	1.353125	98.39593	99.23867
80.153	1.4125	98.15085	99.24367
80.154	1.40625	98.09429	99.24367
80.155	1.390625	97.83035	99.24367
80.156	1.359375	97.77379	99.25368
80.157	1.328125	97.60411	99.24867
80.158	1.378125	97.43444	99.24367
80.159	1.428125	97.28361	99.25368
80.16	1.446875	97.13279	99.24367
80.161	1.428125	97.07623	99.25868
80.162	1.415625	96.92541	99.23867
80.163	1.421875	96.79344	99.24367
80.164	1.453125	96.64261	99.24367
80.165	1.475	96.5672	99.23867
80.166	1.5	96.54835	99.23867
80.167	1.434375	96.37867	99.24367
80.168	1.390625	96.39753	99.24367
80.169	1.384375	96.17129	103.7708
