1.298,1.297,1.291,1.283,1.275,1.266,1.257,1.248,1.241,1.232,1.194,1.164,1.137,1.116,1.100,1.084,1.071,1.062,1.056,1.049,1.045,1.042,1.038,1.032,1.026,1.023,1.019,1.016,1.010,1.003,1.009,1.009,1.002,0.999,0.999,1.006,0.996,0.991,0.988,0.998,0.998,0.993,0.994,0.994,0.979,0.983,0.994,0.983,0.991,0.999
1.426,1.422,1.425,1.412,1.400,1.378,1.380,1.363,1.349,1.348,1.289,1.254,1.219,1.199,1.184,1.164,1.136,1.121,1.099,1.089,1.083,1.070,1.055,1.058,1.049,1.047,1.055,1.055,1.032,1.012,1.023,1.033,1.026,1.025,1.029,1.012,1.014,1.024,1.028,1.035,1.028,1.031,1.000,0.989,1.014,1.025,1.013,1.020,1.014,1.014
1.463,1.445,1.452,1.417,1.411,1.398,1.374,1.332,1.360,1.343,1.281,1.251,1.202,1.144,1.125,1.107,1.107,1.082,1.077,1.073,1.042,1.060,1.061,1.055,1.064,1.058,1.053,1.068,1.045,1.041,1.045,1.017,1.035,1.016,1.044,1.032,1.008,1.009,1.036,1.018,1.010,0.993,1.011,1.001,0.998,1.019,1.036,1.000,1.048,1.012
1.485,1.426,1.489,1.436,1.436,1.471,1.388,1.420,1.394,1.329,1.284,1.265,1.217,1.199,1.186,1.129,1.117,1.139,1.132,1.116,1.125,1.088,1.121,1.123,1.049,1.099,1.089,1.060,1.077,1.015,1.030,1.024,0.942,0.983,1.049,1.032,1.013,1.016,1.070,1.012,1.034,1.004,1.048,1.027,0.987,0.974,0.959,1.020,0.988,0.974
